word,written_freq,spoken_freq,zhuyin,pinyin,tags
['固有'],7,3,['ㄍㄨˋ ㄧㄡˇ'],['gù yǒu'],"level-6, advanced"
['鼓掌'],9,8,['ㄍㄨˇ ㄓㄤˇ'],['gǔ zhǎng'],"level-6, advanced"
['固執'],14,4,['ㄍㄨˋ ㄓˊ'],['gù zhí'],"level-6, advanced"
"['雇主', '僱主']",9,9,['ㄍㄨˋ ㄓㄨˇ'],['gù zhǔ'],"level-6, advanced"
['寡'],13,5,['ㄍㄨㄚˇ'],['guǎ'],"level-6, advanced"
['寡婦'],17,3,['ㄍㄨㄚˇ ㄈㄨˋ'],['guǎ fù'],"level-6, advanced"
['拐'],11,5,['ㄍㄨㄞˇ'],['guǎi'],"level-6, advanced"
['乖巧'],5,4,['ㄍㄨㄞ ㄑㄧㄠˇ'],['guāi qiǎo'],"level-6, advanced"
['怪異'],17,2,['ㄍㄨㄞˋ ㄧˋ'],['guài yì'],"level-6, advanced"
['拐杖'],7,5,['ㄍㄨㄞˇ ㄓㄤˋ'],['guǎi zhàng'],"level-6, advanced"
['怪罪'],8,1,['ㄍㄨㄞˋ ㄗㄨㄟˋ'],['guài zuì'],"level-6, advanced"
['灌'],10,27,['ㄍㄨㄢˋ'],['guàn'],"level-6, advanced"
['官'],72,16,['ㄍㄨㄢ'],['guān'],"level-6, advanced"
['關愛'],13,9,['ㄍㄨㄢ ㄞˋ'],['guān ài'],"level-6, advanced"
['官兵'],25,3,['ㄍㄨㄢ ㄅㄧㄥ'],['guān bīng'],"level-6, advanced"
"['棺材', '棺']",21,4,"['ㄍㄨㄢ ㄘㄞˊ', 'ㄍㄨㄢ']","['guān cái', 'guān']","level-6, advanced"
['官場'],17,0,['ㄍㄨㄢ ㄔㄤˇ'],['guān chǎng'],"level-6, advanced"
['貫徹'],8,4,['ㄍㄨㄢˋ ㄔㄜˋ'],['guàn chè'],"level-6, advanced"
['官方'],24,31,['ㄍㄨㄢ ㄈㄤ'],['guān fāng'],"level-6, advanced"
['觀感'],5,2,['ㄍㄨㄢ ㄍㄢˇ'],['guān gǎn'],"level-6, advanced"
['管家'],16,4,['ㄍㄨㄢˇ ㄐㄧㄚ'],['guǎn jiā'],"level-6, advanced"
['管教'],26,12,['ㄍㄨㄢˇ ㄐㄧㄠˋ'],['guǎn jiào'],"level-6, advanced"
['關節'],35,19,['ㄍㄨㄢ ㄐㄧㄝˊ'],['guān jié'],"level-6, advanced"
['關卡'],5,8,['ㄍㄨㄢ ㄎㄚˇ'],['guān kǎ'],"level-6, advanced"
['慣例'],12,3,['ㄍㄨㄢˋ ㄌㄧˋ'],['guàn lì'],"level-6, advanced"
['關連'],10,4,['ㄍㄨㄢ ㄌㄧㄢˊ'],['guān lián'],"level-6, advanced"
['官僚'],20,2,['ㄍㄨㄢ ㄌㄧㄠˊ'],['guān liáo'],"level-6, advanced"
['關切'],13,10,['ㄍㄨㄢ ㄑㄧㄝˋ'],['guān qiè'],"level-6, advanced"
['官司'],10,3,['ㄍㄨㄢ ㄙ'],['guān sī'],"level-6, advanced"
['關頭'],9,5,['ㄍㄨㄢ ㄊㄡˊ'],['guān tóu'],"level-6, advanced"
['觀望'],7,3,['ㄍㄨㄢ ㄨㄤˋ'],['guān wàng'],"level-6, advanced"
['管轄'],9,3,['ㄍㄨㄢˇ ㄒㄧㄚˊ'],['guǎn xiá'],"level-6, advanced"
['管用'],8,0,['ㄍㄨㄢˇ ㄩㄥˋ'],['guǎn yòng'],"level-6, advanced"
['關照'],7,6,['ㄍㄨㄢ ㄓㄠˋ'],['guān zhào'],"level-6, advanced"
['管制'],15,21,['ㄍㄨㄢˇ ㄓˋ'],['guǎn zhì'],"level-6, advanced"
['官職'],12,0,['ㄍㄨㄢ ㄓˊ'],['guān zhí'],"level-6, advanced"
['觀'],30,24,"['ㄍㄨㄢ', 'ㄍㄨㄢˋ']","['guān', 'guàn']","level-6, advanced"
['光彩'],13,4,['ㄍㄨㄤ ㄘㄞˇ'],['guāng cǎi'],"level-6, advanced"
['光顧'],5,1,['ㄍㄨㄤ ㄍㄨˋ'],['guāng gù'],"level-6, advanced"
['光滑'],9,5,['ㄍㄨㄤ ㄏㄨㄚˊ'],['guāng huá'],"level-6, advanced"
['光輝'],9,7,['ㄍㄨㄤ ㄏㄨㄟ'],['guāng huī'],"level-6, advanced"
['廣闊'],10,5,['ㄍㄨㄤˇ ㄎㄨㄛˋ'],['guǎng kuò'],"level-6, advanced"
['光亮'],8,4,['ㄍㄨㄤ ㄌㄧㄤˋ'],['guāng liàng'],"level-6, advanced"
['光榮'],12,8,['ㄍㄨㄤ ㄖㄨㄥˊ'],['guāng róng'],"level-6, advanced"
['廣為'],9,5,['ㄍㄨㄤˇ ㄨㄟˊ'],['guǎng wéi'],"level-6, advanced"
['廣義'],8,3,['ㄍㄨㄤˇ ㄧˋ'],['guǎng yì'],"level-6, advanced"
['光陰'],7,4,['ㄍㄨㄤ ㄧㄣ'],['guāng yīn'],"level-6, advanced"
['歸'],58,30,['ㄍㄨㄟ'],['guī'],"level-6, advanced"
['貴賓'],5,6,['ㄍㄨㄟˋ ㄅㄧㄣ'],['guì bīn'],"level-6, advanced"
['軌道'],19,18,['ㄍㄨㄟˇ ㄉㄠˋ'],['guǐ dào'],"level-6, advanced"
['規範'],39,19,['ㄍㄨㄟ ㄈㄢˋ'],['guī fàn'],"level-6, advanced"
['規格'],10,10,['ㄍㄨㄟ ㄍㄜˊ'],['guī gé'],"level-6, advanced"
['歸功'],9,4,['ㄍㄨㄟ ㄍㄨㄥ'],['guī gōng'],"level-6, advanced"
"['規劃', '規畫']",70,66,['ㄍㄨㄟ ㄏㄨㄚˋ'],['guī huà'],"level-6, advanced"
['歸還'],8,2,['ㄍㄨㄟ ㄏㄨㄢˊ'],['guī huán'],"level-6, advanced"
['詭計'],9,0,['ㄍㄨㄟˇ ㄐㄧˋ'],['guǐ jì'],"level-6, advanced"
['軌跡'],8,5,['ㄍㄨㄟˇ ㄐㄧ'],['guǐ jī'],"level-6, advanced"
['歸類'],5,4,['ㄍㄨㄟ ㄌㄟˋ'],['guī lèi'],"level-6, advanced"
['歸納'],12,3,['ㄍㄨㄟ ㄋㄚˋ'],['guī nà'],"level-6, advanced"
['詭異'],13,1,['ㄍㄨㄟˇ ㄧˋ'],['guǐ yì'],"level-6, advanced"
['裹'],14,3,['ㄍㄨㄛˇ'],['guǒ'],"level-6, advanced"
['過錯'],8,4,['ㄍㄨㄛˋ ㄘㄨㄛˋ'],['guò cuò'],"level-6, advanced"
['國度'],10,16,['ㄍㄨㄛˊ ㄉㄨˋ'],['guó dù'],"level-6, advanced"
['過渡'],6,13,['ㄍㄨㄛˋ ㄉㄨˋ'],['guò dù'],"level-6, advanced"
['果斷'],7,2,['ㄍㄨㄛˇ ㄉㄨㄢˋ'],['guǒ duàn'],"level-6, advanced"
['國防'],8,7,['ㄍㄨㄛˊ ㄈㄤˊ'],['guó fáng'],"level-6, advanced"
['過關'],5,8,['ㄍㄨㄛˋ ㄍㄨㄢ'],['guò guān'],"level-6, advanced"
['過活'],7,1,['ㄍㄨㄛˋ ㄏㄨㄛˊ'],['guò huó'],"level-6, advanced"
['過濾'],8,25,['ㄍㄨㄛˋ ㄌㄩˋ'],['guò lǜ'],"level-6, advanced"
['過人'],13,4,['ㄍㄨㄛˋ ㄖㄣˊ'],['guò rén'],"level-6, advanced"
['國事'],8,2,['ㄍㄨㄛˊ ㄕˋ'],['guó shì'],"level-6, advanced"
['過時'],8,2,['ㄍㄨㄛˋ ㄕˊ'],['guò shí'],"level-6, advanced"
['過失'],11,2,['ㄍㄨㄛˋ ㄕ'],['guò shī'],"level-6, advanced"
['果實'],15,40,['ㄍㄨㄛˇ ㄕˊ'],['guǒ shí'],"level-6, advanced"
['國土'],8,22,['ㄍㄨㄛˊ ㄊㄨˇ'],['guó tǔ'],"level-6, advanced"
['過往'],14,17,['ㄍㄨㄛˋ ㄨㄤˇ'],['guò wǎng'],"level-6, advanced"
['過問'],5,1,['ㄍㄨㄛˋ ㄨㄣˋ'],['guò wèn'],"level-6, advanced"
['果真'],14,2,['ㄍㄨㄛˇ ㄓㄣ'],['guǒ zhēn'],"level-6, advanced"
['海拔'],8,28,['ㄏㄞˇ ㄅㄚˊ'],['hǎi bá'],"level-6, advanced"
['海軍'],24,10,['ㄏㄞˇ ㄐㄩㄣ'],['hǎi jūn'],"level-6, advanced"
['漢朝'],9,7,['ㄏㄢˋ ㄔㄠˊ'],['hàn cháo'],"level-6, advanced"
['涵蓋'],16,8,['ㄏㄢˊ ㄍㄞˋ'],['hán gài'],"level-6, advanced"
['含糊'],13,1,['ㄏㄢˊ ㄏㄨˊ'],['hán hú'],"level-6, advanced"
['捍衛'],8,10,['ㄏㄢˋ ㄨㄟˋ'],['hàn wèi'],"level-6, advanced"
"['含義', '含意']",14,6,['ㄏㄢˊ ㄧˋ'],['hán yì'],"level-6, advanced"
['航海'],6,6,['ㄏㄤˊ ㄏㄞˇ'],['háng hǎi'],"level-6, advanced"
['行列'],13,30,['ㄏㄤˊ ㄌㄧㄝˋ'],['háng liè'],"level-6, advanced"
['行情'],12,3,['ㄏㄤˊ ㄑㄧㄥˊ'],['háng qíng'],"level-6, advanced"
['航行'],11,5,['ㄏㄤˊ ㄒㄧㄥˊ'],['háng xíng'],"level-6, advanced"
['號稱'],13,12,['ㄏㄠˋ ㄔㄥ'],['hào chēng'],"level-6, advanced"
['耗費'],11,11,['ㄏㄠˋ ㄈㄟˋ'],['hào fèi'],"level-6, advanced"
['好漢'],9,1,['ㄏㄠˇ ㄏㄢˋ'],['hǎo hàn'],"level-6, advanced"
['豪華'],16,8,['ㄏㄠˊ ㄏㄨㄚˊ'],['háo huá'],"level-6, advanced"
['豪傑'],9,1,['ㄏㄠˊ ㄐㄧㄝˊ'],['háo jié'],"level-6, advanced"
['耗盡'],7,3,['ㄏㄠˋ ㄐㄧㄣˋ'],['hào jìn'],"level-6, advanced"
['好評'],6,3,['ㄏㄠˇ ㄆㄧㄥˊ'],['hǎo píng'],"level-6, advanced"
['好似'],9,1,['ㄏㄠˇ ㄙˋ'],['hǎo sì'],"level-6, advanced"
['好惡'],5,0,['ㄏㄠˋ ㄨˋ'],['hào wù'],"level-6, advanced"
['好意思'],9,13,['ㄏㄠˇ ㄧˋ ˙ㄙ'],['hǎo yì si'],"level-6, advanced"
['豪宅'],7,5,['ㄏㄠˊㄓㄞˊ'],['háo zhái'],"level-6, advanced"
['號召'],12,17,['ㄏㄠˋ ㄓㄠˋ'],['hào zhào'],"level-6, advanced"
"['號子', '證券行']",2,0,"['ㄏㄠˋ ˙ㄗ', 'ㄓㄥˋ ㄑㄩㄢˋ ㄏㄤˊ']","['hào zi', 'zhèng quàn háng']","level-6, advanced"
['核'],15,30,['ㄏㄜˊ'],['hé'],"level-6, advanced"
['荷包'],6,5,['ㄏㄜˊ ㄅㄠ'],['hé bāo'],"level-6, advanced"
['合併'],17,5,['ㄏㄜˊ ㄅㄧㄥˋ'],['hé bìng'],"level-6, advanced"
['何嘗'],7,1,['ㄏㄜˊ ㄔㄤˊ'],['hé cháng'],"level-6, advanced"
['河川'],5,59,['ㄏㄜˊ ㄔㄨㄢ'],['hé chuān'],"level-6, advanced"
['何等'],13,1,['ㄏㄜˊ ㄉㄥˇ'],['hé děng'],"level-6, advanced"
['荷爾蒙'],17,22,['ㄏㄜˊ ㄦˇ ㄇㄥˊ'],['hé ěr méng'],"level-6, advanced"
['合格'],7,9,['ㄏㄜˊ ㄍㄜˊ'],['hé gé'],"level-6, advanced"
['合乎'],13,5,['ㄏㄜˊ ㄏㄨ'],['hé hū'],"level-6, advanced"
['呵護'],8,17,['ㄏㄜ ㄏㄨˋ'],['hē hù'],"level-6, advanced"
['和解'],9,10,['ㄏㄜˊ ㄐㄧㄝˇ'],['hé jiě'],"level-6, advanced"
['合力'],8,5,['ㄏㄜˊ ㄌㄧˋ'],['hé lì'],"level-6, advanced"
['和睦'],7,3,['ㄏㄜˊ ㄇㄨˋ'],['hé mù'],"level-6, advanced"
['和氣'],5,7,['ㄏㄜˊ ㄑㄧˋ'],['hé qì'],"level-6, advanced"
['合情合理'],4,1,['ㄏㄜˊ ㄑㄧㄥˊ ㄏㄜˊ ㄌㄧˇ'],['hé qíng hé lǐ'],"level-6, advanced"
['和善'],9,2,['ㄏㄜˊ ㄕㄢˋ'],['hé shàn'],"level-6, advanced"
['和尚'],66,10,['ㄏㄜˊ ㄕㄤˋ'],['hé shàng'],"level-6, advanced"
['合算'],1,0,['ㄏㄜˊ ㄙㄨㄢˋ'],['hé suàn'],"level-6, advanced"
['合同'],5,1,['ㄏㄜˊ ㄊㄨㄥˊ'],['hé tóng'],"level-6, advanced"
['何謂'],7,1,['ㄏㄜˊ ㄨㄟˋ'],['hé wèi'],"level-6, advanced"
['何以'],22,2,['ㄏㄜˊ ㄧˇ'],['hé yǐ'],"level-6, advanced"
['核子'],7,26,['ㄏㄜˊ ㄗˇ'],['hé zǐ'],"level-6, advanced"
['黑道'],4,2,['ㄏㄟ ㄉㄠˋ'],['hēi dào'],"level-6, advanced"
['黑名單'],2,1,['ㄏㄟ ㄇㄧㄥˊ ㄉㄢ'],['hēi míng dān'],"level-6, advanced"
['黑社會'],3,1,['ㄏㄟ ㄕㄜˋ ㄏㄨㄟˋ'],['hēi shè huì'],"level-6, advanced"
['恨不得'],9,1,['ㄏㄣˋ ㄅㄨˋ ˙ㄉㄜ'],['hèn bù de'],"level-6, advanced"
['橫'],21,11,['ㄏㄥˋ'],['hèng'],"level-6, advanced"
['橫跨'],6,6,['ㄏㄥˊ ㄎㄨㄚˋ'],['héng kuà'],"level-6, advanced"
['衡量'],22,8,['ㄏㄥˊ ㄌㄧㄤˊ'],['héng liáng'],"level-6, advanced"
['橫行'],8,3,['ㄏㄥˋ ㄒㄧㄥˊ'],['héng xíng'],"level-6, advanced"
['橫越'],6,4,['ㄏㄥˊ ㄩㄝˋ'],['héng yuè'],"level-6, advanced"
"['狠狠', '狠']",28,6,"['ㄏㄣˇ ㄏㄣˇ', 'ㄏㄣˇ']","['hěnhěn', 'hěn']","level-6, advanced"
['哄'],11,4,['ㄏㄨㄥˇ'],['hǒng'],"level-6, advanced"
['哄'],11,4,['ㄏㄨㄥ'],['hōng'],"level-6, advanced"
['轟動'],10,3,['ㄏㄨㄥ ㄉㄨㄥˋ'],['hōng dòng'],"level-6, advanced"
['洪水'],16,54,['ㄏㄨㄥˊ ㄕㄨㄟˇ'],['hóng shuǐ'],"level-6, advanced"
['轟炸'],8,7,['ㄏㄨㄥ ㄓㄚˋ'],['hōng zhà'],"level-6, advanced"
['吼'],12,2,['ㄏㄡˇ'],['hǒu'],"level-6, advanced"
['後人'],22,8,['ㄏㄡˋ ㄖㄣˊ'],['hòu rén'],"level-6, advanced"
['後續'],16,24,['ㄏㄡˋ ㄒㄩˋ'],['hòu xù'],"level-6, advanced"
['後遺症'],8,4,['ㄏㄡˋ ㄧˊ ㄓㄥˋ'],['hòu yí zhèng'],"level-6, advanced"
['後院'],12,4,['ㄏㄡˋ ㄩㄢˋ'],['hòu yuàn'],"level-6, advanced"
['互補'],7,2,['ㄏㄨˋ ㄅㄨˇ'],['hù bǔ'],"level-6, advanced"
['呼喊'],9,3,['ㄏㄨ ㄏㄢˇ'],['hū hǎn'],"level-6, advanced"
['呼喚'],16,6,['ㄏㄨ ㄏㄨㄢˋ'],['hū huàn'],"level-6, advanced"
['胡亂'],9,1,['ㄏㄨˊ ㄌㄨㄢˋ'],['hú luàn'],"level-6, advanced"
['胡鬧'],6,1,['ㄏㄨˊ ㄋㄠˋ'],['hú nào'],"level-6, advanced"
['胡說八道'],7,1,['ㄏㄨˊ ㄕㄨㄛ ㄅㄚ ㄉㄠˋ'],['hú shuō bā dào'],"level-6, advanced"
['胡思亂想'],6,1,['ㄏㄨˊ ㄙ ㄌㄨㄢˋ ㄒㄧㄤˇ'],['hú sī luàn xiǎng'],"level-6, advanced"
['呼嘯'],7,1,['ㄏㄨ ㄒㄧㄠˋ'],['hū xiào'],"level-6, advanced"
['鬍鬚'],9,1,['ㄏㄨˊ ㄒㄩ'],['hú xū'],"level-6, advanced"
['呼應'],14,8,['ㄏㄨ ㄧㄥˋ'],['hū yìng'],"level-6, advanced"
['呼籲'],14,51,['ㄏㄨ ㄩˋ'],['hū yù'],"level-6, advanced"
['划不來'],1,2,['ㄏㄨㄚˊ ㄅㄨˋ ㄌㄞˊ'],['huá bù lái'],"level-6, advanced"
['划得來'],1,1,['ㄏㄨㄚˊ ˙ㄉㄜ ㄌㄞˊ'],['huá de lái'],"level-6, advanced"
"['畫分', '劃分']",8,6,['ㄏㄨㄚˋ ㄈㄣ'],['huà fēn'],"level-6, advanced"
['化解'],15,18,['ㄏㄨㄚˋ ㄐㄧㄝˇ'],['huà jiě'],"level-6, advanced"
['華麗'],15,8,['ㄏㄨㄚˊ ㄌㄧˋ'],['huá lì'],"level-6, advanced"
['滑落'],6,2,['ㄏㄨㄚˊ ㄌㄨㄛˋ'],['huá luò'],"level-6, advanced"
['化身'],11,4,['ㄏㄨㄚˋ ㄕㄣ'],['huà shēn'],"level-6, advanced"
['話筒'],7,1,['ㄏㄨㄚˋ ㄊㄨㄥˇ'],['huà tǒng'],"level-6, advanced"
['花紋'],5,5,['ㄏㄨㄚ ㄨㄣˊ'],['huā wén'],"level-6, advanced"
['畫像'],13,1,['ㄏㄨㄚˋ ㄒㄧㄤˋ'],['huà xiàng'],"level-6, advanced"
['花樣'],10,5,['ㄏㄨㄚ ㄧㄤˋ'],['huā yàng'],"level-6, advanced"
['話語'],22,6,['ㄏㄨㄚˋ ㄩˇ'],['huà yǔ'],"level-6, advanced"
['畫作'],9,20,['ㄏㄨㄚˋ ㄗㄨㄛˋ'],['huà zuò'],"level-6, advanced"
"['懷裡', '懷裏']",20,3,['ㄏㄨㄞˊ ㄌㄧˇ'],['huái lǐ'],"level-6, advanced"
['環'],17,23,['ㄏㄨㄢˊ'],['huán'],"level-6, advanced"
['環顧'],11,1,['ㄏㄨㄢˊ ㄍㄨˋ'],['huán gù'],"level-6, advanced"
['緩和'],13,12,['ㄏㄨㄢˇ ㄏㄜˊ'],['huǎn hé'],"level-6, advanced"
['歡呼'],13,4,['ㄏㄨㄢ ㄏㄨ'],['huān hū'],"level-6, advanced"
['環節'],9,12,['ㄏㄨㄢˊ ㄐㄧㄝˊ'],['huán jié'],"level-6, advanced"
['緩解'],9,8,['ㄏㄨㄢˇㄐㄧㄝˇ'],['huǎn jiě'],"level-6, advanced"
['幻覺'],15,3,['ㄏㄨㄢˋ ㄐㄩㄝˊ'],['huàn jué'],"level-6, advanced"
['喚起'],10,7,['ㄏㄨㄢˋ ㄑㄧˇ'],['huàn qǐ'],"level-6, advanced"
['換取'],9,9,['ㄏㄨㄢˋ ㄑㄩˇ'],['huàn qǔ'],"level-6, advanced"
['環繞'],16,9,['ㄏㄨㄢˊ ㄖㄠˋ'],['huán rào'],"level-6, advanced"
['歡心'],7,2,['ㄏㄨㄢ ㄒㄧㄣ'],['huān xīn'],"level-6, advanced"
['喚醒'],14,7,['ㄏㄨㄢˋ ㄒㄧㄥˇ'],['huàn xǐng'],"level-6, advanced"
['換言之'],15,1,['ㄏㄨㄢˋ ㄧㄢˊ ㄓ'],['huàn yán zhī'],"level-6, advanced"
['患有'],13,10,['ㄏㄨㄢˋ ㄧㄡˇ'],['huàn yǒu'],"level-6, advanced"
['晃'],21,7,['ㄏㄨㄤˋ'],['huàng'],"level-6, advanced"
['晃'],21,7,['ㄏㄨㄤˇ'],['huǎng'],"level-6, advanced"
['慌'],11,8,['ㄏㄨㄤ'],['huāng'],"level-6, advanced"
['荒廢'],5,15,['ㄏㄨㄤ ㄈㄟˋ'],['huāng fèi'],"level-6, advanced"
['恍惚'],9,0,['ㄏㄨㄤˇ ㄏㄨ'],['huǎng hū'],"level-6, advanced"
['荒涼'],8,5,['ㄏㄨㄤ ㄌㄧㄤˊ'],['huāng liáng'],"level-6, advanced"
['慌亂'],8,2,['ㄏㄨㄤ ㄌㄨㄢˋ'],['huāng luàn'],"level-6, advanced"
['慌忙'],10,0,['ㄏㄨㄤ ㄇㄤˊ'],['huāng máng'],"level-6, advanced"
['荒謬'],19,2,['ㄏㄨㄤ ㄇㄧㄡˋ'],['huāng miù'],"level-6, advanced"
['恍然大悟'],11,3,['ㄏㄨㄤˇ ㄖㄢˊ ㄉㄚˋ ㄨˋ'],['huǎng rán dà wù'],"level-6, advanced"
['荒唐'],13,2,['ㄏㄨㄤ ㄊㄤˊ'],['huāng táng'],"level-6, advanced"
['謊言'],13,3,['ㄏㄨㄤˇ ㄧㄢˊ'],['huǎng yán'],"level-6, advanced"
['荒野'],13,6,['ㄏㄨㄤ ㄧㄝˇ'],['huāng yě'],"level-6, advanced"
['慌張'],8,6,['ㄏㄨㄤ ㄓㄤ'],['huāng zhāng'],"level-6, advanced"
['匯'],1,2,['ㄏㄨㄟˋ'],['huì'],"level-6, advanced"
['回報'],24,17,['ㄏㄨㄟˊ ㄅㄠˋ'],['huí bào'],"level-6, advanced"
['迴避'],11,1,['ㄏㄨㄟˊ ㄅㄧˋ'],['huí bì'],"level-6, advanced"
['灰塵'],12,13,['ㄏㄨㄟ ㄔㄣˊ'],['huī chén'],"level-6, advanced"
['回程'],6,3,['ㄏㄨㄟˊ ㄔㄥˊ'],['huí chéng'],"level-6, advanced"
['回顧'],22,15,['ㄏㄨㄟˊ ㄍㄨˋ'],['huí gù'],"level-6, advanced"
['回歸'],19,21,['ㄏㄨㄟˊ ㄍㄨㄟ'],['huí guī'],"level-6, advanced"
['回合'],8,2,['ㄏㄨㄟˊ ㄏㄜˊ'],['huí hé'],"level-6, advanced"
['會合'],11,2,['ㄏㄨㄟˋ ㄏㄜˊ'],['huì hé'],"level-6, advanced"
['輝煌'],13,7,['ㄏㄨㄟ ㄏㄨㄤˊ'],['huī huáng'],"level-6, advanced"
['回饋'],31,36,['ㄏㄨㄟˊ ㄎㄨㄟˋ'],['huí kuì'],"level-6, advanced"
['賄賂'],8,3,['ㄏㄨㄟˋ ㄌㄨˋ'],['huì lù'],"level-6, advanced"
['會面'],13,4,['ㄏㄨㄟˋ ㄇㄧㄢˋ'],['huì miàn'],"level-6, advanced"
['毀滅'],18,7,['ㄏㄨㄟˇ ㄇㄧㄝˋ'],['huǐ miè'],"level-6, advanced"
['回首'],5,4,['ㄏㄨㄟˊ ㄕㄡˇ'],['huí shǒu'],"level-6, advanced"
['會談'],12,28,['ㄏㄨㄟˋ ㄊㄢˊ'],['huì tán'],"level-6, advanced"
['揮舞'],10,3,['ㄏㄨㄟ ㄨˇ'],['huī wǔ'],"level-6, advanced"
['灰心'],6,4,['ㄏㄨㄟ ㄒㄧㄣ'],['huī xīn'],"level-6, advanced"
['回憶錄'],10,1,['ㄏㄨㄟˊ ㄧˋ ㄌㄨˋ'],['huí yì lù'],"level-6, advanced"
['回音'],6,2,['ㄏㄨㄟˊ ㄧㄣ'],['huí yīn'],"level-6, advanced"
['繪製'],6,7,['ㄏㄨㄟˋ ㄓˋ'],['huì zhì'],"level-6, advanced"
['魂'],14,2,['ㄏㄨㄣˊ'],['hún'],"level-6, advanced"
['昏暗'],10,3,['ㄏㄨㄣ ㄢˋ'],['hūn àn'],"level-6, advanced"
['混蛋'],9,0,['ㄏㄨㄣˋ ㄉㄢˋ'],['hùn dàn'],"level-6, advanced"
['渾身'],29,2,['ㄏㄨㄣˊ ㄕㄣ'],['hún shēn'],"level-6, advanced"
['混淆'],14,4,['ㄏㄨㄣˋ ㄧㄠˊ'],['hùn yáo'],"level-6, advanced"
['混雜'],7,3,['ㄏㄨㄣˋ ㄗㄚˊ'],['hùn zá'],"level-6, advanced"
['和'],5437,2135,['ㄏㄨㄛˋ'],['huò'],"level-6, advanced"
['夥'],9,2,['ㄏㄨㄛˇ'],['huǒ'],"level-6, advanced"
['火把'],6,3,['ㄏㄨㄛˇ ㄅㄚˇ'],['huǒ bǎ'],"level-6, advanced"
['火爆'],5,2,['ㄏㄨㄛˇ ㄅㄠˋ'],['huǒ bào'],"level-6, advanced"
['貨幣'],13,27,['ㄏㄨㄛˋ ㄅㄧˋ'],['huò bì'],"level-6, advanced"
['或多或少'],7,2,['ㄏㄨㄛˋ ㄉㄨㄛ ㄏㄨㄛˋ ㄕㄠˇ'],['huò duō huò shǎo'],"level-6, advanced"
['活化'],28,13,['ㄏㄨㄛˊ ㄏㄨㄚˋ'],['huó huà'],"level-6, advanced"
['火花'],8,6,['ㄏㄨㄛˇ ㄏㄨㄚ'],['huǒ huā'],"level-6, advanced"
['活活'],9,4,['ㄏㄨㄛˊ ㄏㄨㄛˊ'],['huó huó'],"level-6, advanced"
['火箭'],8,6,['ㄏㄨㄛˇ ㄐㄧㄢˋ'],['huǒ jiàn'],"level-6, advanced"
['活命'],5,1,['ㄏㄨㄛˊ ㄇㄧㄥˋ'],['huó mìng'],"level-6, advanced"
['活期'],1,0,['ㄏㄨㄛˊ ㄑㄧˊ'],['huó qí'],"level-6, advanced"
['火氣'],5,2,['ㄏㄨㄛˇ ㄑㄧˋ'],['huǒ qì'],"level-6, advanced"
['獲取'],10,6,['ㄏㄨㄛˋ ㄑㄩˇ'],['huò qǔ'],"level-6, advanced"
['活生生'],14,6,['ㄏㄨㄛˊ ㄕㄥ ㄕㄥ'],['huó shēng shēng'],"level-6, advanced"
['活性'],5,19,['ㄏㄨㄛˊ ㄒㄧㄥˋ'],['huó xìng'],"level-6, advanced"
['火焰'],12,2,['ㄏㄨㄛˇ ㄧㄢˋ'],['huǒ yàn'],"level-6, advanced"
['貨真價實'],3,1,['ㄏㄨㄛˋ ㄓㄣ ㄐㄧㄚˋ ㄕˊ'],['huò zhēn jià shí'],"level-6, advanced"
['獲准'],5,2,['ㄏㄨㄛˋ ㄓㄨㄣˇ'],['huò zhǔn'],"level-6, advanced"
['即'],343,22,['ㄐㄧˊ'],['jí'],"level-6, advanced"
['疾'],14,4,['ㄐㄧˊ'],['jí'],"level-6, advanced"
['集'],35,57,['ㄐㄧˊ'],['jí'],"level-6, advanced"
['劑'],8,21,['ㄐㄧˋ'],['jì'],"level-6, advanced"
['忌'],11,4,['ㄐㄧˋ'],['jì'],"level-6, advanced"
['暨'],13,5,['ㄐㄧˋ'],['jì'],"level-6, advanced"
['祭'],12,7,['ㄐㄧˋ'],['jì'],"level-6, advanced"
['繼'],20,11,['ㄐㄧˋ'],['jì'],"level-6, advanced"
['際'],52,15,['ㄐㄧˋ'],['jì'],"level-6, advanced"
['即便'],36,23,['ㄐㄧˊ ㄅㄧㄢˋ'],['jí biàn'],"level-6, advanced"
['基層'],10,6,['ㄐㄧ ㄘㄥˊ'],['jī céng'],"level-6, advanced"
['急促'],8,1,['ㄐㄧˊ ㄘㄨˋ'],['jí cù'],"level-6, advanced"
['激盪'],9,4,['ㄐㄧ ㄉㄤˋ'],['jī dàng'],"level-6, advanced"
['極點'],9,1,['ㄐㄧˊ ㄉㄧㄢˇ'],['jí diǎn'],"level-6, advanced"
['既定'],9,3,['ㄐㄧˋ ㄉㄧㄥˋ'],['jì dìng'],"level-6, advanced"
['極度'],25,5,['ㄐㄧˊ ㄉㄨˋ'],['jí dù'],"level-6, advanced"
['極端'],38,50,['ㄐㄧˊ ㄉㄨㄢ'],['jí duān'],"level-6, advanced"
['繼而'],7,1,['ㄐㄧˋ ㄦˊ'],['jì ér'],"level-6, advanced"
['激發'],30,10,['ㄐㄧ ㄈㄚ'],['jī fā'],"level-6, advanced"
['繼父'],4,1,['ㄐㄧˋ ㄈㄨˋ'],['jì fù'],"level-6, advanced"
