序號,詞語,等別,級別,情境,書面字頻(每百萬字),口語字頻(每百萬字),簡編本系統號,參考注音,參考漢語拼音
12498,上校,精熟,第7級,,32,1,"[['上校', ['34921']]]",ㄕㄤˋ ㄒㄧㄠˋ,shàng xiào
12499,賞心悅目,精熟,第7級,,3,3,"[['賞心悅目', ['34864']]]",ㄕㄤˇ ㄒㄧㄣ ㄩㄝˋ ㄇㄨˋ,shǎng xīn yuè mù
12500,上漲,精熟,第7級,,12,12,"[['上漲', ['34930']]]",ㄕㄤˋ ㄓㄤˇ,shàng zhǎng
12501,上陣,精熟,第7級,,4,1,"[['上陣', ['34929']]]",ㄕㄤˋ ㄓㄣˋ,shàng zhèn
12502,勺,精熟,第7級,,4,1,"[['勺', ['30788', '34046']]]",ㄕㄠˊ,sháo
12503,少婦,精熟,第7級,,5,1,"[['少婦', ['34065']]]",ㄕㄠˋ ㄈㄨˋ,shào fù
12504,燒毀,精熟,第7級,,7,6,"[['燒毀', ['34038']]]",ㄕㄠ ㄏㄨㄟˇ,shāo huǐ
12505,少校,精熟,第7級,,11,0,[],ㄕㄠˋ ㄒㄧㄠˋ,shào xiào
12506,少之又少,精熟,第7級,,4,2,[],ㄕㄠˇ ㄓ  ㄧㄡˋ ㄕㄠˇ,shǎo zhī yòu shǎo
12507,稍作,精熟,第7級,,2,1,[],ㄕㄠ ㄗㄨㄛˋ,shāo zuò
12508,設防,精熟,第7級,,3,1,"[['設防', ['33979']]]",ㄕㄜˋ ㄈㄤˊ,shè fáng
12509,社稷,精熟,第7級,,5,1,"[['社稷', ['33946']]]",ㄕㄜˋ ㄐㄧˋ,shè jì
12510,涉獵,精熟,第7級,,3,2,"[['涉獵', ['33961']]]",ㄕㄜˋ ㄌㄧㄝˋ,shè liè
12511,社論,精熟,第7級,,8,1,"[['社論', ['33933']]]",ㄕㄜˋ ㄌㄨㄣˋ,shè lùn
12512,赦免/赦,精熟,第7級,,10,1,"[['赦免', ['33994']], ['赦', ['33993']]]",ㄕㄜˋ ㄇㄧㄢˇ/ㄕㄜˋ,shè miǎn/shè
12513,射殺,精熟,第7級,,5,3,"[['射殺', ['33973']]]",ㄕㄜˋ ㄕㄚ,shè shā
12514,設身處地,精熟,第7級,,4,2,"[['設身處地', ['33991']]]",ㄕㄜˋ ㄕㄣ ㄔㄨˇ ㄉㄧˋ,shè shēn chǔ dì
12515,涉水,精熟,第7級,,4,6,[],ㄕㄜˋ ㄕㄨㄟˇ,shè shuǐ
12516,奢望,精熟,第7級,,3,1,"[['奢望', ['33894']]]",ㄕㄜ ㄨㄤˋ,shē wàng
12517,涉嫌,精熟,第7級,,4,2,"[['涉嫌', ['33963']]]",ㄕㄜˋ ㄒㄧㄢˊ,shè xián
12518,設限,精熟,第7級,,3,3,"[['設限', ['33986']]]",ㄕㄜˋ ㄒㄧㄢˋ,shè xiàn
12519,設宴,精熟,第7級,,4,0,[],ㄕㄜˋ ㄧㄢˋ,shè yàn
12520,深奧,精熟,第7級,,6,4,"[['深奧', ['34667']]]",ㄕㄣ ㄠˋ,shēn ào
12521,身敗名裂,精熟,第7級,,2,0,"[['身敗名裂', ['34594']]]",ㄕㄣ ㄅㄞˋ ㄇㄧㄥˊ ㄌㄧㄝˋ,shēn bài míng liè
12522,身不由己,精熟,第7級,,3,1,"[['身不由己', ['34595']]]",ㄕㄣ ㄅㄨˋ ㄧㄡˊ ㄐㄧˇ,shēn bù yóu jǐ
12523,神采,精熟,第7級,,3,1,"[['神采', ['34730']]]",ㄕㄣˊ ㄘㄞˇ,shén cǎi
12524,神采奕奕,精熟,第7級,,3,1,"[['神采奕奕', ['34732']]]",ㄕㄣˊ ㄘㄞˇ ㄧˋ ㄧˋ,shén cǎi yì yì
12525,身段,精熟,第7級,,5,12,"[['身段', ['34599']]]",ㄕㄣ ㄉㄨㄢˋ,shēn duàn
12526,深廣,精熟,第7級,,2,0,[],ㄕㄣ ㄍㄨㄤˇ,shēn guǎng
12527,甚或,精熟,第7級,,9,1,"[['甚或', ['34771']]]",ㄕㄣˋ ㄏㄨㄛˋ,shèn huò
12528,身家,精熟,第7級,,3,1,"[['身家', ['34609']]]",ㄕㄣ ㄐㄧㄚ,shēn jiā
12529,身教,精熟,第7級,,6,4,"[['身教', ['34612']]]",ㄕㄣ ㄐㄧㄠˋ,shēn jiào
12530,深究,精熟,第7級,,4,1,"[['深究', ['34644']]]",ㄕㄣ ㄐㄧㄡˋ,shēn jiù
12531,深覺,精熟,第7級,,2,1,[],ㄕㄣ ㄐㄩㄝˊ,shēn jué
12532,審理,精熟,第7級,,6,2,"[['審理', ['34753']]]",ㄕㄣˇ ㄌㄧˇ,shěn lǐ
12533,神迷,精熟,第7級,,3,0,[],ㄕㄣˊ ㄇㄧˊ,shén mí
12534,神祇,精熟,第7級,,7,2,"[['神祇', ['34713']]]",ㄕㄣˊ ㄑㄧˊ,shén qí
12535,神氣,精熟,第7級,,6,2,"[['神氣', ['34714']]]",ㄕㄣˊ ㄑㄧˋ,shén qì
12536,滲入,精熟,第7級,,4,5,"[['滲入', ['34794']]]",ㄕㄣˋ ㄖㄨˋ,shèn rù
12537,深入淺出,精熟,第7級,,4,1,"[['深入淺出', ['34660']]]",ㄕㄣ ㄖㄨˋ ㄑㄧㄢˇ ㄔㄨ,shēn rù qiǎn chū
12538,審慎,精熟,第7級,,7,3,"[['審慎', ['34761']]]",ㄕㄣˇ ㄕㄣˋ,shěn shèn
12539,身受,精熟,第7級,,3,2,"[['身受', ['34621']]]",ㄕㄣ ㄕㄡˋ,shēn shòu
12540,身手,精熟,第7級,,6,4,"[['身手', ['34619']]]",ㄕㄣ ㄕㄡˇ,shēn shǒu
12541,深思熟慮,精熟,第7級,,6,1,"[['深思熟慮', ['34665']]]",ㄕㄣ ㄙ ㄕㄡˊ ㄌㄩˋ,shēn sī shóu lǜ
12542,深邃,精熟,第7級,,5,2,"[['深邃', ['34666']]]",ㄕㄣ ㄙㄨㄟˋ,shēn suì
12543,深鎖,精熟,第7級,,3,2,[],ㄕㄣ ㄙㄨㄛˇ,shēn suǒ
12544,身體力行,精熟,第7級,,4,10,"[['身體力行', ['34601']]]",ㄕㄣ ㄊㄧˇ ㄌㄧˋ ㄒㄧㄥˊ,shēn tǐ lì xíng
12545,神通,精熟,第7級,,3,1,"[['神通', ['34693']]]",ㄕㄣˊ ㄊㄨㄥ,shén tōng
12546,滲透,精熟,第7級,,7,10,"[['滲透', ['34790']]]",ㄕㄣˋ ㄊㄡˋ,shèn tòu
12547,神往,精熟,第7級,,3,1,"[['神往', ['34743']]]",ㄕㄣˊ ㄨㄤˇ,shén wǎng
12548,審問,精熟,第7級,,6,0,"[['審問', ['34764']]]",ㄕㄣˇ ㄨㄣˋ,shěn wèn
12549,深惡痛絕,精熟,第7級,,3,0,"[['深惡痛絕', ['34670']]]",ㄕㄣ ㄨˋ ㄊㄨㄥˋ ㄐㄩㄝˊ,shēn wù tòng jué
12550,深陷,精熟,第7級,,4,5,[],ㄕㄣ ㄒㄧㄢˋ,shēn xiàn
12551,神像,精熟,第7級,,5,4,"[['神像', ['34719']]]",ㄕㄣˊ ㄒㄧㄤˋ,shén xiàng
12552,深信不疑,精熟,第7級,,4,1,[],ㄕㄣ ㄒㄧㄣˋ ㄅㄨˋ ㄧˊ,shēn xìn bù yí
12553,審訊,精熟,第7級,,7,1,"[['審訊', ['34757']]]",ㄕㄣˇ ㄒㄩㄣˋ,shěn xùn
12554,審議,精熟,第7級,,6,1,"[['審議', ['34763']]]",ㄕㄣˇ ㄧˋ,shěn yì
12555,神遊,精熟,第7級,,2,0,"[['神遊', ['34740']]]",ㄕㄣˊ ㄧㄡˊ,shén yóu
12556,身孕,精熟,第7級,,3,1,"[['身孕', ['34627']]]",ㄕㄣ ㄩㄣˋ,shēn yùn
12557,深造,精熟,第7級,,3,2,"[['深造', ['34661']]]",ㄕㄣ ㄗㄠˋ,shēn zào
12558,伸張,精熟,第7級,,4,2,[],ㄕㄣ ㄓㄤ,shēn zhāng
12559,神職,精熟,第7級,,4,5,"[['神職', ['34721']]]",ㄕㄣˊ ㄓˊ,shén zhí
12560,神志,精熟,第7級,,3,0,[],ㄕㄣˊ ㄓˋ,shén zhì
12561,神智,精熟,第7級,,4,1,"[['神智', ['34722']]]",ㄕㄣˊ ㄓˋ,shén zhì
12562,伸直,精熟,第7級,,8,3,[],ㄕㄣ ㄓˊ,shēn zhí
12563,深植,精熟,第7級,,4,3,[],ㄕㄣ ㄓˊ,shēn zhí
12564,深重,精熟,第7級,,3,2,"[['深重', ['34653']]]",ㄕㄣ ㄓㄨㄥˋ,shēn zhòng
12565,盛產,精熟,第7級,,4,14,"[['盛產', ['35212']]]",ㄕㄥˋ ㄔㄢˇ,shèng chǎn
12566,省吃儉用,精熟,第7級,,2,2,[],ㄕㄥˇ ㄔ ㄐㄧㄢˇ ㄩㄥˋ,shěng chī jiǎn yòng
12567,勝出,精熟,第7級,,3,1,[],ㄕㄥˋ ㄔㄨ,shèng chū
12568,省得,精熟,第7級,,2,1,[],ㄕㄥˇ ˙ㄉㄜ,shěng de
12569,勝地,精熟,第7級,,4,7,"[['勝地', ['35225']]]",ㄕㄥˋ ㄉㄧˋ,shèng dì
12570,聖地,精熟,第7級,,4,8,"[['聖地', ['35245']]]",ㄕㄥˋ ㄉㄧˋ,shèng dì
12571,生兒育女,精熟,第7級,,3,0,[],ㄕㄥ ㄦˊ ㄩˋ ㄋㄩˇ,shēng ér yù nǚ
12572,生根,精熟,第7級,,5,5,"[['生根', ['35037']]]",ㄕㄥ ㄍㄣ,shēng gēn
12573,昇華,精熟,第7級,,6,3,"[['昇華', ['35002']]]",ㄕㄥ ㄏㄨㄚˊ,shēng huá
12574,升降,精熟,第7級,,2,3,"[['升降', ['34993']]]",ㄕㄥ ㄐㄧㄤˋ,shēng jiàng
12575,聖潔,精熟,第7級,,3,2,"[['聖潔', ['35248']]]",ㄕㄥˋ ㄐㄧㄝˊ,shèng jié
12576,牲口,精熟,第7級,,4,5,"[['牲口', ['35109']]]",ㄕㄥ ㄎㄡˇ,shēng kǒu
12577,盛況,精熟,第7級,,4,4,"[['盛況', ['35200']]]",ㄕㄥˋ ㄎㄨㄤˋ,shèng kuàng
12578,聲浪,精熟,第7級,,4,10,"[['聲浪', ['35130']]]",ㄕㄥ ㄌㄤˋ,shēng làng
12579,勝利在望,精熟,第7級,,0,0,[],ㄕㄥˋ ㄌㄧˋ ㄗㄞˋ ㄨㄤˋ,shèng lì zài wàng
12580,生靈,精熟,第7級,,3,3,[],ㄕㄥ ㄌㄧㄥˊ,shēng líng
12581,生龍活虎,精熟,第7級,,2,1,"[['生龍活虎', ['35036']]]",ㄕㄥ ㄌㄨㄥˊ ㄏㄨㄛˊ ㄏㄨˇ,shēng lóng huó hǔ
12582,生路,精熟,第7級,,4,2,"[['生路', ['35035']]]",ㄕㄥ ㄌㄨˋ,shēng lù
12583,省略,精熟,第7級,,4,0,"[['省略', ['35173']]]",ㄕㄥˇ ㄌㄩㄝˋ,shěng lüè
12584,盛名,精熟,第7級,,5,3,"[['盛名', ['35194']]]",ㄕㄥˋ ㄇㄧㄥˊ,shèng míng
12585,盛怒,精熟,第7級,,4,0,"[['盛怒', ['35198']]]",ㄕㄥˋ ㄋㄨˋ,shèng nù
12586,生氣勃勃,精熟,第7級,,2,2,[],ㄕㄥ ㄑㄧˋ ㄅㄛˊ ㄅㄛˊ,shēng qì bó bó
12587,生人,精熟,第7級,,3,3,"[['生人', ['35082']]]",ㄕㄥ ㄖㄣˊ,shēng rén
12588,聲色,精熟,第7級,,5,4,"[['聲色', ['35145']]]",ㄕㄥ ㄙㄜˋ,shēng sè
12589,生生不息,精熟,第7級,,3,4,"[['生生不息', ['35078']]]",ㄕㄥ ㄕㄥ ㄅㄨˋ ㄒㄧˊ,shēng shēng bù xí
12590,盛世,精熟,第7級,,7,2,"[['盛世', ['35214']]]",ㄕㄥˋ ㄕˋ,shèng shì
12591,盛事,精熟,第7級,,2,4,"[['盛事', ['35215']]]",ㄕㄥˋ ㄕˋ,shèng shì
12592,省事,精熟,第7級,,2,1,"[['省事', ['28281', '35183']]]",ㄕㄥˇ ㄕˋ,shěng shì
12593,生疏,精熟,第7級,,3,1,"[['生疏', ['35079']]]",ㄕㄥ ㄕㄨ,shēng shū
12594,聲嘶力竭,精熟,第7級,,3,0,"[['聲嘶力竭', ['35144']]]",ㄕㄥ ㄙ ㄌㄧˋ ㄐㄧㄝˊ,shēng sī lì jié
12595,勝算,精熟,第7級,,4,1,"[['勝算', ['35233']]]",ㄕㄥˋ ㄙㄨㄢˋ,shèng suàn
12596,升天,精熟,第7級,,3,0,"[['升天', ['34986']]]",ㄕㄥ ㄊㄧㄢ,shēng tiān
12597,生息,精熟,第7級,,3,6,"[['生息', ['35060']]]",ㄕㄥ ㄒㄧˊ,shēng xí
12598,聖賢,精熟,第7級,,5,3,"[['聖賢', ['35250']]]",ㄕㄥˋ ㄒㄧㄢˊ,shèng xián
12599,生性,精熟,第7級,,7,2,"[['生性', ['35064']]]",ㄕㄥ ㄒㄧㄥˋ,shēng xìng
12600,盛宴,精熟,第7級,,3,1,"[['盛宴', ['35220']]]",ㄕㄥˋ ㄧㄢˋ,shèng yàn
12601,生硬,精熟,第7級,,3,1,"[['生硬', ['35103']]]",ㄕㄥ ㄧㄥˋ,shēng yìng
12602,聲援,精熟,第7級,,2,3,"[['聲援', ['35156']]]",ㄕㄥ ㄩㄢˊ,shēng yuán
12603,勝仗,精熟,第7級,,3,0,"[['勝仗', ['35231']]]",ㄕㄥˋ ㄓㄤˋ,shèng zhàng
12604,聖旨,精熟,第7級,,9,0,"[['聖旨', ['35251']]]",ㄕㄥˋ ㄓˇ,shèng zhǐ
12605,盛裝,精熟,第7級,,4,3,"[['盛裝', ['35211']]]",ㄕㄥˋ ㄓㄨㄤ,shèng zhuāng
12606,身居,精熟,第7級,,3,0,[],ㄕㄣㄐㄩ,shēnjū
12607,嗜,精熟,第7級,,9,1,"[['嗜', ['33725']]]",ㄕˋ,shì
12608,石板,精熟,第7級,,7,1,[],ㄕˊ ㄅㄢˇ,shí bǎn
12609,事半功倍,精熟,第7級,,3,1,"[['事半功倍', ['33639']]]",ㄕˋ ㄅㄢˋ ㄍㄨㄥ ㄅㄟˋ,shì bàn gōng bèi
12610,視察,精熟,第7級,,7,4,"[['視察', ['33560']]]",ㄕˋ ㄔㄚˊ,shì chá
12611,使臣,精熟,第7級,,7,0,"[['使臣', ['33474']]]",ㄕˇ ㄔㄣˊ,shǐ chén
12612,時程,精熟,第7級,,3,1,[],ㄕˊ ㄔㄥˊ,shí chéng
12613,釋出,精熟,第7級,,5,9,"[['釋出', ['33776']]]",ㄕˋ ㄔㄨ,shì chū
12614,失傳,精熟,第7級,,3,3,"[['失傳', ['33161']]]",ㄕ ㄔㄨㄢˊ,shī chuán
12615,失措,精熟,第7級,,3,1,"[['失措', ['33175']]]",ㄕ ㄘㄨㄛˋ,shī cuò
12616,世道,精熟,第7級,,2,0,"[['世道', ['33575']]]",ㄕˋ ㄉㄠˋ,shì dào
12617,適得其反,精熟,第7級,,3,0,"[['適得其反', ['33739']]]",ㄕˋ ㄉㄜˊ ㄑㄧˊ ㄈㄢˇ,shì dé qí fǎn
12618,事端,精熟,第7級,,3,1,"[['事端', ['33643']]]",ㄕˋ ㄉㄨㄢ,shì duān
12619,施肥,精熟,第7級,,3,31,"[['施肥', ['33196']]]",ㄕ ㄈㄟˊ,shī féi
12620,侍奉,精熟,第7級,,6,1,"[['侍奉', ['33674']]]",ㄕˋ ㄈㄥˋ,shì fèng
12621,世故,精熟,第7級,,6,2,"[['世故', ['33578']]]",ㄕˋ ㄍㄨˋ,shì gù
12622,屍骨,精熟,第7級,,4,1,"[['屍骨', ['33122']]]",ㄕ ㄍㄨˇ,shī gǔ
12623,侍候,精熟,第7級,,6,0,"[['侍候', ['33677']]]",ㄕˋ ㄏㄡˋ,shì hòu
12624,釋懷,精熟,第7級,,4,4,"[['釋懷', ['33773']]]",ㄕˋ ㄏㄨㄞˊ,shì huái
12625,使喚,精熟,第7級,,5,0,"[['使喚', ['33469']]]",ㄕˇ ㄏㄨㄢˋ,shǐ huàn
12626,實惠,精熟,第7級,,3,3,"[['實惠', ['33422']]]",ㄕˊ ㄏㄨㄟˋ,shí huì
12627,詩集,精熟,第7級,,6,1,"[['詩集', ['33251']]]",ㄕ ㄐㄧˊ,shī jí
12628,視角,精熟,第7級,,4,2,[],ㄕˋ ㄐㄧㄠˇ,shì jiǎo
12629,市郊,精熟,第7級,,3,4,[],ㄕˋ ㄐㄧㄠ,shì jiāo
12630,石階,精熟,第7級,,4,1,[],ㄕˊ ㄐㄧㄝ,shí jiē
12631,市井,精熟,第7級,,4,1,"[['市井', ['33525']]]",ㄕˋ ㄐㄧㄥˇ,shì jǐng
12632,時局,精熟,第7級,,4,1,"[['時局', ['33383']]]",ㄕˊ ㄐㄩˊ,shí jú
12633,適可而止,精熟,第7級,,2,1,"[['適可而止', ['33744']]]",ㄕˋ ㄎㄜˇ ㄦˊ ㄓˇ,shì kě ér zhǐ
12634,事例,精熟,第7級,,7,0,"[['事例', ['33646']]]",ㄕˋ ㄌㄧˋ,shì lì
12635,勢利,精熟,第7級,,3,0,"[['勢利', ['33720']]]",ㄕˋ ㄌㄧˋ,shì lì
12636,使力,精熟,第7級,,4,1,[],ㄕˇ ㄌㄧˋ,shǐ lì
12637,食糧,精熟,第7級,,4,0,"[['食糧', ['33344']]]",ㄕˊ ㄌㄧㄤˊ,shí liáng
12638,始料未及,精熟,第7級,,2,1,"[['始料未及', ['33489']]]",ㄕˇ ㄌㄧㄠˋ ㄨㄟˋ ㄐㄧˊ,shǐ liào wèi jí
12639,世面,精熟,第7級,,3,1,"[['世面', ['33571']]]",ㄕˋ ㄇㄧㄢˋ,shì miàn
12640,石磨,精熟,第7級,,2,1,"[['石磨', ['33300']]]",ㄕˊ ㄇㄛˋ,shí mò
12641,始末,精熟,第7級,,4,1,"[['始末', ['33487']]]",ㄕˇ ㄇㄛˋ,shǐ mò
12642,識破,精熟,第7級,,4,1,"[['識破', ['33762']]]",ㄕˋ ㄆㄛˋ,shì pò
12643,士氣大振,精熟,第7級,,0,0,[],ㄕˋ ㄑㄧˋㄉㄚˋ ㄓㄣˋ,shì qì dà zhèn
12644,市容,精熟,第7級,,1,3,"[['市容', ['33538']]]",ㄕˋ ㄖㄨㄥˊ,shì róng
12645,勢如破竹,精熟,第7級,,2,0,"[['勢如破竹', ['33723']]]",ㄕˋ ㄖㄨˊ ㄆㄛˋ ㄓㄨˊ,shì rú pò zhú
12646,溼潤/濕潤,精熟,第7級,,6,8,"[['溼潤', ['33245']]]",ㄕ ㄖㄨㄣˋ,shī rùn
12647,示弱,精熟,第7級,,3,0,"[['示弱', ['33547']]]",ㄕˋ ㄖㄨㄛˋ,shì ruò
12648,視若無睹,精熟,第7級,,3,1,"[['視若無睹', ['33564']]]",ㄕˋ ㄖㄨㄛˋ ㄨˊ ㄉㄨˇ,shì ruò wú dǔ
12649,失色,精熟,第7級,,3,0,"[['失色', ['33177']]]",ㄕ ㄙㄜˋ,shī sè
12650,施捨,精熟,第7級,,4,2,"[['施捨', ['33205']]]",ㄕ ㄕㄜˇ,shī shě
12651,失聲,精熟,第7級,,3,0,"[['失聲', ['33171']]]",ㄕ ㄕㄥ,shī shēng
12652,時事,精熟,第7級,,4,2,"[['時事', ['33397']]]",ㄕˊ ㄕˋ,shí shì
12653,失事,精熟,第7級,,5,3,"[['失事', ['33165']]]",ㄕ ㄕˋ,shī shì
12654,實事求是,精熟,第7級,,4,1,"[['實事求是', ['33442']]]",ㄕˊ ㄕˋ ㄑㄧㄡˊ ㄕˋ,shí shì qiú shì
12655,失守,精熟,第7級,,4,1,"[['失守', ['33168']]]",ㄕ ㄕㄡˇ,shī shǒu
12656,屍首,精熟,第7級,,4,0,"[['屍首', ['33126']]]",ㄕ ㄕㄡˇ,shī shǒu
12657,失手,精熟,第7級,,3,1,"[['失手', ['33167']]]",ㄕ ㄕㄡˇ,shī shǒu
12658,詩書,精熟,第7級,,3,1,[],ㄕ ㄕㄨ,shī shū
12659,誓死,精熟,第7級,,4,3,"[['誓死', ['33708']]]",ㄕˋ ㄙˇ,shì sǐ
12660,事態,精熟,第7級,,7,2,"[['事態', ['33644']]]",ㄕˋ ㄊㄞˋ,shì tài
12661,失態,精熟,第7級,,2,0,"[['失態', ['33134']]]",ㄕ ㄊㄞˋ,shī tài
12662,仕途,精熟,第7級,,5,2,"[['仕途', ['33507']]]",ㄕˋ ㄊㄨˊ,shì tú
12663,視網膜,精熟,第7級,,5,3,[],ㄕˋ ㄨㄤˇ ㄇㄛˋ,shì wǎng mò
12664,式微,精熟,第7級,,3,6,"[['式微', ['33610']]]",ㄕˋ ㄨㄟˊ,shì wéi
12665,侍衛,精熟,第7級,,12,1,"[['侍衛', ['33682']]]",ㄕˋ ㄨㄟˋ,shì wèi
12666,史無前例,精熟,第7級,,4,3,"[['史無前例', ['33463']]]",ㄕˇ ㄨˊ ㄑㄧㄢˊ ㄌㄧˋ,shǐ wú qián lì
12667,世襲,精熟,第7級,,7,2,"[['世襲', ['33594']]]",ㄕˋ ㄒㄧˊ,shì xí
12668,失序,精熟,第7級,,2,2,[],ㄕ ㄒㄩˋ,shī xù
12669,施以,精熟,第7級,,6,0,[],ㄕ ㄧˇ,shī yǐ
12670,時有所聞,精熟,第7級,,2,0,[],ㄕˊㄧㄡˇㄙㄨㄛˇㄨㄣˊ,shí yǒu suǒ wén
12671,施予,精熟,第7級,,4,1,"[['施予', ['33207']]]",ㄕ ㄩˇ,shī yǔ
12672,事與願違,精熟,第7級,,2,0,"[['事與願違', ['33672']]]",ㄕˋ ㄩˇ ㄩㄢˋ ㄨㄟˊ,shì yǔ yuàn wéi
12673,施政,精熟,第7級,,4,4,"[['施政', ['33203']]]",ㄕ ㄓㄥˋ,shī zhèng
12674,失職,精熟,第7級,,2,1,"[['失職', ['33156']]]",ㄕ ㄓˊ,shī zhí
12675,食指大動,精熟,第7級,,0,0,"[['食指大動', ['33350']]]",ㄕˊ ㄓˇ ㄉㄚˋ ㄉㄨㄥˋ,shí zhǐ dà dòng
12676,示眾,精熟,第7級,,3,0,"[['示眾', ['33546']]]",ㄕˋ ㄓㄨㄥˋ,shì zhòng
12677,始終如一,精熟,第7級,,2,1,"[['始終如一', ['33492']]]",ㄕˇ ㄓㄨㄥ ㄖㄨˊ ㄧ,shǐ zhōng rú yī
12678,時裝,精熟,第7級,,3,0,"[['時裝', ['33390']]]",ㄕˊ ㄓㄨㄤ,shí zhuāng
12679,師資,精熟,第7級,,5,6,"[['師資', ['33231']]]",ㄕ ㄗ,shī zī
12680,侍從,精熟,第7級,,7,0,"[['侍從', ['33680']]]",ㄕˋ ㄗㄨㄥˋ,shì zòng
12681,始祖,精熟,第7級,,5,2,"[['始祖', ['33493']]]",ㄕˇ ㄗㄨˇ,shǐ zǔ
12682,失足,精熟,第7級,,4,2,"[['失足', ['33172']]]",ㄕ ㄗㄨˊ,shī zú
12683,始作俑者,精熟,第7級,,2,0,"[['始作俑者', ['33494']]]",ㄕˇ ㄗㄨㄛˋ ㄩㄥˇ ㄓㄜˇ,shǐ zuò yǒng zhě
12684,試煉,精熟,第7級,,3,1,[],ㄕˋㄌㄧㄢˋ,shìliàn
12685,飾品,精熟,第7級,,3,2,[],ㄕˋㄆㄧㄣˇ,shìpǐn
12686,適於,精熟,第7級,,3,1,[],ㄕˋㄩˊ,shìyú
12687,手筆,精熟,第7級,,2,0,"[['手筆', ['34167']]]",ㄕㄡˇ ㄅㄧˇ,shǒu bǐ
12688,收場,精熟,第7級,,7,4,"[['收場', ['34125']]]",ㄕㄡ ㄔㄤˇ,shōu chǎng
12689,受寵若驚,精熟,第7級,,3,1,"[['受寵若驚', ['34327']]]",ㄕㄡˋ ㄔㄨㄥˇ ㄖㄨㄛˋ ㄐㄧㄥ,shòu chǒng ruò jīng
12690,受創,精熟,第7級,,4,2,[],ㄕㄡˋ ㄔㄨㄤ,shòu chuāng
12691,首創,精熟,第7級,,3,1,"[['首創', ['34283']]]",ㄕㄡˇ ㄔㄨㄤˋ,shǒu chuàng
12692,首當其衝,精熟,第7級,,2,4,"[['首當其衝', ['34266']]]",ㄕㄡˇ ㄉㄤ ㄑㄧˊ ㄔㄨㄥ,shǒu dāng qí chōng
12693,熟讀,精熟,第7級,,3,2,"[['熟讀', ['34146']]]",ㄕㄡˊ ㄉㄨˊ,shóu dú
12694,受罰,精熟,第7級,,3,0,"[['受罰', ['34297']]]",ㄕㄡˋ ㄈㄚˊ,shòu fá
12695,收割,精熟,第7級,,5,30,"[['收割', ['34105']]]",ㄕㄡ ㄍㄜ,shōu gē
12696,受雇,精熟,第7級,,3,0,[],ㄕㄡˋ ㄍㄨˋ,shòu gù
12697,守候,精熟,第7級,,4,4,"[['守候', ['34241']]]",ㄕㄡˇ ㄏㄡˋ,shǒu hòu
12698,守護神,精熟,第7級,,3,4,"[['守護神', ['34243']]]",ㄕㄡˇ ㄏㄨˋ ㄕㄣˊ,shǒu hù shén
12699,受惠,精熟,第7級,,4,10,"[['受惠', ['34311']]]",ㄕㄡˋ ㄏㄨㄟˋ,shòu huì
12700,受教,精熟,第7級,,3,7,"[['受教', ['34314']]]",ㄕㄡˋ ㄐㄧㄠˋ,shòu jiào
12701,受驚,精熟,第7級,,3,0,[],ㄕㄡˋ ㄐㄧㄥ,shòu jīng
12702,收據,精熟,第7級,,3,4,"[['收據', ['34117']]]",ㄕㄡ ㄐㄩˋ,shōu jù
12703,手銬,精熟,第7級,,3,1,"[['手銬', ['34193']]]",ㄕㄡˇ ㄎㄠˋ,shǒu kào
12704,首肯,精熟,第7級,,2,1,"[['首肯', ['34275']]]",ㄕㄡˇ ㄎㄣˇ,shǒu kěn
12705,守口如瓶,精熟,第7級,,2,1,"[['守口如瓶', ['34240']]]",ㄕㄡˇ ㄎㄡˇ ㄖㄨˊ ㄆㄧㄥˊ,shǒu kǒu rú píng
12706,收斂,精熟,第7級,,6,2,"[['收斂', ['34102']]]",ㄕㄡ ㄌㄧㄢˋ,shōu liàn
12707,狩獵,精熟,第7級,,11,3,"[['狩獵', ['34359']]]",ㄕㄡˋ ㄌㄧㄝˋ,shòu liè
12708,守門,精熟,第7級,,3,1,[],ㄕㄡˇ ㄇㄣˊ,shǒu mén
12709,受難,精熟,第7級,,6,6,"[['受難', ['34301']]]",ㄕㄡˋ ㄋㄢˋ,shòu nàn
12710,首腦,精熟,第7級,,4,2,"[['首腦', ['34269']]]",ㄕㄡˇ ㄋㄠˇ,shǒu nǎo
12711,首屈一指,精熟,第7級,,3,2,"[['首屈一指', ['34278']]]",ㄕㄡˇ ㄑㄩ ㄧˋ ㄓˇ,shǒu qū yì zhǐ
12712,受辱,精熟,第7級,,3,1,"[['受辱', ['34332']]]",ㄕㄡˋ ㄖㄨˋ,shòu rù
12713,收尾,精熟,第7級,,2,2,"[['收尾', ['34144']]]",ㄕㄡ ㄨㄟˇ,shōu wěi
12714,首尾呼應,精熟,第7級,,0,0,[],ㄕㄡˇ ㄨㄟˇㄏㄨ ㄧㄥˋ,shǒu wěi hū yìng
12715,手舞足蹈,精熟,第7級,,3,2,"[['手舞足蹈', ['34224']]]",ㄕㄡˇ ㄨˇ ㄗㄨˊ ㄉㄠˋ,shǒu wǔ zú dào
12716,首選,精熟,第7級,,3,1,"[['首選', ['45245']]]",ㄕㄡˇ ㄒㄩㄢˇ,shǒu xuǎn
12717,瘦削,精熟,第7級,,4,0,"[['瘦削', ['34385']]]",ㄕㄡˋ ㄒㄩㄝˋ,shòu xuè
