序號,詞語,等別,級別,情境,書面字頻(每百萬字),口語字頻(每百萬字),簡編本系統號,參考注音,參考漢語拼音
8167,彈劾,精熟,第6級,,7,0,"[['彈劾', ['10489']]]",ㄊㄢˊ ㄏㄜˊ,tán hé
8168,癱瘓,精熟,第6級,,9,11,"[['癱瘓', ['10452']]]",ㄊㄢ ㄏㄨㄢˋ,tān huàn
8169,探究,精熟,第6級,,28,3,"[['探究', ['10556']]]",ㄊㄢˋ ㄐㄧㄡˋ,tàn jiù
8170,攤開,精熟,第6級,,7,3,"[['攤開', ['10446']]]",ㄊㄢ ㄎㄞ,tān kāi
8171,貪婪,精熟,第6級,,17,5,"[['貪婪', ['10424']]]",ㄊㄢ ㄌㄢˊ,tān lán
8172,談判,精熟,第6級,,27,42,"[['談判', ['10464']]]",ㄊㄢˊ ㄆㄢˋ,tán pàn
8173,坦然,精熟,第6級,,7,6,"[['坦然', ['10522']]]",ㄊㄢˇ ㄖㄢˊ,tǎn rán
8174,坦率,精熟,第6級,,8,1,"[['坦率', ['10521']]]",ㄊㄢˇ ㄕㄨㄞˋ,tǎn shuài
8175,探索,精熟,第6級,,56,32,"[['探索', ['10572']]]",ㄊㄢˋ ㄙㄨㄛˇ,tàn suǒ
8176,探望,精熟,第6級,,15,10,"[['探望', ['10574']]]",ㄊㄢˋ ㄨㄤˋ,tàn wàng
8177,貪污,精熟,第6級,,8,2,[],ㄊㄢ ㄨ,tān wū
8178,嘆息/歎息,精熟,第6級,,16,4,"[['嘆息', ['10580']]]",ㄊㄢˋ ㄒㄧˊ,tàn xí
8179,探險,精熟,第6級,,13,20,"[['探險', ['10561']]]",ㄊㄢˋ ㄒㄧㄢˇ,tàn xiǎn
8180,坦言,精熟,第6級,,2,1,"[['坦言', ['10523']]]",ㄊㄢˇ ㄧㄢˊ,tǎn yán
8181,彈奏,精熟,第6級,,7,2,"[['彈奏', ['10499']]]",ㄊㄢˊ ㄗㄡˋ,tán zòu
8182,倘若,精熟,第6級,,25,2,"[['倘若', ['10645']]]",ㄊㄤˇ ㄖㄨㄛˋ,tǎng ruò
8183,掏,精熟,第6級,,5,5,"[['掏', ['10152']]]",ㄊㄠ,tāo
8184,陶瓷,精熟,第6級,,5,4,[],ㄊㄠˊ ㄘˊ,táo cí
8185,討好,精熟,第6級,,16,4,"[['討好', ['10239']]]",ㄊㄠˇ ㄏㄠˇ,tǎo hǎo
8186,桃花,精熟,第6級,,8,5,"[['桃花', ['10175']]]",ㄊㄠˊ ㄏㄨㄚ,táo huā
8187,討價還價,精熟,第6級,,4,1,"[['討價還價', ['10240']]]",ㄊㄠˇ ㄐㄧㄚˋ ㄏㄨㄢˊ ㄐㄧㄚˋ,tǎo jià huán jià
8188,逃離,精熟,第6級,,15,10,"[['逃離', ['10198']]]",ㄊㄠˊ ㄌㄧˊ,táo lí
8189,逃命,精熟,第6級,,7,1,"[['逃命', ['10191']]]",ㄊㄠˊ ㄇㄧㄥˋ,táo mìng
8190,逃難,精熟,第6級,,5,10,"[['逃難', ['10194']]]",ㄊㄠˊ ㄋㄢˋ,táo nàn
8191,陶器,精熟,第6級,,4,3,"[['陶器', ['10223']]]",ㄊㄠˊ ㄑㄧˋ,táo qì
8192,淘汰,精熟,第6級,,12,9,"[['淘汰', ['10213']]]",ㄊㄠˊ ㄊㄞˋ,táo tài
8193,滔滔不絕,精熟,第6級,,8,1,"[['滔滔不絕', ['10158']]]",ㄊㄠ ㄊㄠ ㄅㄨˋ ㄐㄩㄝˊ,tāo tāo bù jué
8194,逃脫,精熟,第6級,,9,2,"[['逃脫', ['10193']]]",ㄊㄠˊ ㄊㄨㄛ,táo tuō
8195,逃亡,精熟,第6級,,15,5,"[['逃亡', ['10210']]]",ㄊㄠˊ ㄨㄤˊ,táo wáng
8196,套用,精熟,第6級,,5,1,"[['套用', ['10262']]]",ㄊㄠˋ ㄩㄥˋ,tào yòng
8197,陶醉,精熟,第6級,,10,1,"[['陶醉', ['10226']]]",ㄊㄠˊ ㄗㄨㄟˋ,táo zuì
8198,特意,精熟,第6級,,9,2,"[['特意', ['10032']]]",ㄊㄜˋ ㄧˋ,tè yì
8199,特異,精熟,第6級,,5,1,"[['特異', ['10030']]]",ㄊㄜˋ ㄧˋ,tè yì
8200,蹄,精熟,第6級,,7,2,"[['蹄', ['10770']]]",ㄊㄧˊ,tí
8201,提案,精熟,第6級,,14,8,"[['提案', ['10742']]]",ㄊㄧˊ ㄢˋ,tí àn
8202,提拔,精熟,第6級,,7,1,"[['提拔', ['10702']]]",ㄊㄧˊ ㄅㄚˊ,tí bá
8203,題材,精熟,第6級,,16,10,"[['題材', ['10762']]]",ㄊㄧˊ ㄘㄞˊ,tí cái
8204,體操,精熟,第6級,,9,3,"[['體操', ['10809']]]",ㄊㄧˇ ㄘㄠ,tǐ cāo
8205,提倡,精熟,第6級,,20,19,"[['提倡', ['10734']]]",ㄊㄧˊ ㄔㄤˋ,tí chàng
8206,堤防,精熟,第6級,,4,15,"[['堤防', ['10699']]]",ㄊㄧˊ ㄈㄤˊ,tí fáng
8207,提防,精熟,第6級,,9,2,"[['提防', ['10707']]]",ㄊㄧˊ ㄈㄤˊ,tí fáng
8208,體格,精熟,第6級,,5,1,"[['體格', ['10790']]]",ㄊㄧˇ ㄍㄜˊ,tǐ gé
8209,體積,精熟,第6級,,9,14,"[['體積', ['10792']]]",ㄊㄧˇ ㄐㄧ,tǐ jī
8210,體諒,精熟,第6級,,9,11,"[['體諒', ['10789']]]",ㄊㄧˇ ㄌㄧㄤˋ,tǐ liàng
8211,提名,精熟,第6級,,5,3,"[['提名', ['10706']]]",ㄊㄧˊ ㄇㄧㄥˊ,tí míng
8212,體認,精熟,第6級,,8,2,"[['體認', ['10807']]]",ㄊㄧˇ ㄖㄣˋ,tǐ rèn
8213,提升/提昇,精熟,第6級,,89,58,"[['提升', ['10739']]]",ㄊㄧˊ ㄕㄥ,tí shēng
8214,提示,精熟,第6級,,14,4,"[['提示', ['10736']]]",ㄊㄧˊ ㄕˋ,tí shì
8215,體系,精熟,第6級,,56,25,"[['體系', ['10796']]]",ㄊㄧˇ ㄒㄧˋ,tǐ xì
8216,體現,精熟,第6級,,13,4,"[['體現', ['10798']]]",ㄊㄧˇ ㄒㄧㄢˋ,tǐ xiàn
8217,提議,精熟,第6級,,29,13,"[['提議', ['10743']]]",ㄊㄧˊ ㄧˋ,tí yì
8218,體質,精熟,第6級,,15,22,"[['體質', ['10801']]]",ㄊㄧˇ ㄓˊ,tǐ zhí
8219,體制,精熟,第6級,,33,10,"[['體制', ['10802']]]",ㄊㄧˇ ㄓˋ,tǐ zhì
8220,舔,精熟,第6級,,10,2,"[['舔', ['11301']]]",ㄊㄧㄢˇ,tiǎn
8221,填補,精熟,第6級,,8,6,"[['填補', ['11287']]]",ㄊㄧㄢˊ ㄅㄨˇ,tián bǔ
8222,天敵,精熟,第6級,,2,8,"[['天敵', ['11093']]]",ㄊㄧㄢ ㄉㄧˊ,tiān dí
8223,天地,精熟,第6級,,42,20,"[['天地', ['11094']]]",ㄊㄧㄢ ㄉㄧˋ,tiān dì
8224,天底下,精熟,第6級,,4,2,[],ㄊㄧㄢ ㄉㄧˇ ㄒㄧㄚˋ,tiān dǐ xià
8225,天分/天份,精熟,第6級,,11,10,"[['天分', ['11084']]]",ㄊㄧㄢ ㄈㄣˋ,tiān fèn
8226,天花板,精熟,第6級,,16,5,"[['天花板', ['11139']]]",ㄊㄧㄢ ㄏㄨㄚ ㄅㄢˇ,tiān huā bǎn
8227,添加,精熟,第6級,,12,21,"[['添加', ['11244']]]",ㄊㄧㄢ ㄐㄧㄚ,tiān jiā
8228,田徑,精熟,第6級,,2,3,"[['田徑', ['11256']]]",ㄊㄧㄢˊ ㄐㄧㄥˋ,tián jìng
8229,天色,精熟,第6級,,13,8,"[['天色', ['11217']]]",ㄊㄧㄢ ㄙㄜˋ,tiān sè
8230,天王,精熟,第6級,,7,1,"[['天王', ['11236']]]",ㄊㄧㄢ ㄨㄤˊ,tiān wáng
8231,天文,精熟,第6級,,16,8,"[['天文', ['11231']]]",ㄊㄧㄢ ㄨㄣˊ,tiān wén
8232,甜言蜜語,精熟,第6級,,3,2,"[['甜言蜜語', ['11283']]]",ㄊㄧㄢˊ ㄧㄢˊ ㄇㄧˋ ㄩˇ,tián yán mì yǔ
8233,田園,精熟,第6級,,8,16,"[['田園', ['11263']]]",ㄊㄧㄢˊ ㄩㄢˊ,tián yuán
8234,調和,精熟,第6級,,10,3,"[['調和', ['10996']]]",ㄊㄧㄠˊ ㄏㄜˊ,tiáo hé
8235,調節,精熟,第6級,,17,17,"[['調節', ['10999']]]",ㄊㄧㄠˊ ㄐㄧㄝˊ,tiáo jié
8236,條款,精熟,第6級,,8,3,"[['條款', ['10975']]]",ㄊㄧㄠˊ ㄎㄨㄢˇ,tiáo kuǎn
8237,條例,精熟,第6級,,9,5,"[['條例', ['10972']]]",ㄊㄧㄠˊ ㄌㄧˋ,tiáo lì
8238,條理,精熟,第6級,,8,1,"[['條理', ['10971']]]",ㄊㄧㄠˊ ㄌㄧˇ,tiáo lǐ
8239,調皮,精熟,第6級,,6,7,"[['調皮', ['10985']]]",ㄊㄧㄠˊ ㄆㄧˊ,tiáo pí
8240,挑起,精熟,第6級,,8,6,[],ㄊㄧㄠ ㄑㄧˇ,tiāo qǐ
8241,調適,精熟,第6級,,15,10,"[['調適', ['11013']]]",ㄊㄧㄠˊ ㄕˋ,tiáo shì
8242,跳脫,精熟,第6級,,6,7,"[['跳脫', ['11048']]]",ㄊㄧㄠˋ ㄊㄨㄛ,tiào tuō
8243,眺望,精熟,第6級,,8,1,"[['眺望', ['11037']]]",ㄊㄧㄠˋ ㄨㄤˋ,tiào wàng
8244,條紋,精熟,第6級,,5,2,"[['條紋', ['10980']]]",ㄊㄧㄠˊ ㄨㄣˊ,tiáo wén
8245,挑釁,精熟,第6級,,10,14,"[['挑釁', ['11031']]]",ㄊㄧㄠˇ ㄒㄧㄣˋ,tiǎo xìn
8246,條約,精熟,第6級,,16,14,"[['條約', ['10981']]]",ㄊㄧㄠˊ ㄩㄝ,tiáo yuē
8247,跳躍,精熟,第6級,,12,5,"[['跳躍', ['11069']]]",ㄊㄧㄠˋ ㄩㄝˋ,tiào yuè
8248,貼近,精熟,第6級,,10,11,"[['貼近', ['10860']]]",ㄊㄧㄝ ㄐㄧㄣˋ,tiē jìn
8249,貼切,精熟,第6級,,7,6,"[['貼切', ['10861']]]",ㄊㄧㄝ ㄑㄧㄝˋ,tiē qiè
8250,貼身,精熟,第6級,,8,3,"[['貼身', ['10867']]]",ㄊㄧㄝ ㄕㄣ,tiē shēn
8251,貼心,精熟,第6級,,6,28,"[['貼心', ['10865']]]",ㄊㄧㄝ ㄒㄧㄣ,tiē xīn
8252,提告,精熟,第6級,,1,1,[],ㄊㄧˊ ㄍㄠˋ,tígào
8253,聽信,精熟,第6級,,5,2,"[['聽信', ['11318']]]",ㄊㄧㄥ ㄒㄧㄣˋ,tīng xìn
8254,停滯,精熟,第6級,,9,6,"[['停滯', ['11366']]]",ㄊㄧㄥˊ ㄓˋ,tíng zhì
8255,挺直,精熟,第6級,,7,1,"[['挺直', ['11387']]]",ㄊㄧㄥˇ ㄓˊ,tǐng zhí
8256,銅板,精熟,第6級,,5,3,"[['銅板', ['12029']]]",ㄊㄨㄥˊ ㄅㄢˇ,tóng bǎn
8257,同胞,精熟,第6級,,16,8,"[['同胞', ['11946']]]",ㄊㄨㄥˊ ㄅㄠ,tóng bāo
8258,通報,精熟,第6級,,10,7,"[['通報', ['11862']]]",ㄊㄨㄥ ㄅㄠˋ,tōng bào
8259,同輩,精熟,第6級,,3,2,"[['同輩', ['11945']]]",ㄊㄨㄥˊ ㄅㄟˋ,tóng bèi
8260,同步,精熟,第6級,,12,8,"[['同步', ['11950']]]",ㄊㄨㄥˊ ㄅㄨˋ,tóng bù
8261,同儕,精熟,第6級,,19,4,"[['同儕', ['12003']]]",ㄊㄨㄥˊ ㄔㄞˊ,tóng chái
8262,通車,精熟,第6級,,2,3,"[['通車', ['11920']]]",ㄊㄨㄥ ㄔㄜ,tōng chē
8263,通道,精熟,第6級,,13,11,"[['通道', ['11870']]]",ㄊㄨㄥ ㄉㄠˋ,tōng dào
8264,同等,精熟,第6級,,9,1,"[['同等', ['11964']]]",ㄊㄨㄥˊ ㄉㄥˇ,tóng děng
8265,統合,精熟,第6級,,14,5,"[['統合', ['12087']]]",ㄊㄨㄥˇ ㄏㄜˊ,tǒng hé
8266,通紅,精熟,第6級,,7,1,"[['通紅', ['11891']]]",ㄊㄨㄥ ㄏㄨㄥˊ,tōng hóng
8267,童話,精熟,第6級,,10,4,"[['童話', ['12052']]]",ㄊㄨㄥˊ ㄏㄨㄚˋ,tóng huà
8268,通貨膨脹,精熟,第6級,,5,5,"[['通貨膨脹', ['11889']]]",ㄊㄨㄥ ㄏㄨㄛˋ ㄆㄥˊ ㄓㄤˋ,tōng huò péng zhàng
8269,同居,精熟,第6級,,6,1,"[['同居', ['11985']]]",ㄊㄨㄥˊ ㄐㄩ,tóng jū
8270,通路,精熟,第6級,,12,19,"[['通路', ['11881']]]",ㄊㄨㄥ ㄌㄨˋ,tōng lù
8271,同盟,精熟,第6級,,15,3,"[['同盟', ['11956']]]",ㄊㄨㄥˊ ㄇㄥˊ,tóng méng
8272,同仁,精熟,第6級,,13,35,"[['同仁', ['12012']]]",ㄊㄨㄥˊ ㄖㄣˊ,tóng rén
8273,統統,精熟,第6級,,15,2,"[['統統', ['12083']]]",ㄊㄨㄥˇ ㄊㄨㄥˇ,tǒng tǒng
8274,痛心,精熟,第6級,,6,4,"[['痛心', ['12119']]]",ㄊㄨㄥˋ ㄒㄧㄣ,tòng xīn
8275,通信,精熟,第6級,,8,3,"[['通信', ['11906']]]",ㄊㄨㄥ ㄒㄧㄣˋ,tōng xìn
8276,通行,精熟,第6級,,7,6,"[['通行', ['11907']]]",ㄊㄨㄥ ㄒㄧㄥˊ,tōng xíng
8277,同業,精熟,第6級,,9,1,"[['同業', ['12016']]]",ㄊㄨㄥˊ ㄧㄝˋ,tóng yè
8278,投保,精熟,第6級,,1,3,"[['投保', ['10288']]]",ㄊㄡˊ ㄅㄠˇ,tóu bǎo
8279,投奔,精熟,第6級,,8,0,"[['投奔', ['10289']]]",ㄊㄡˊ ㄅㄣˋ,tóu bèn
8280,偷渡,精熟,第6級,,2,5,"[['偷渡', ['10267']]]",ㄊㄡ ㄉㄨˋ,tōu dù
8281,頭號,精熟,第6級,,5,3,"[['頭號', ['10370']]]",ㄊㄡˊ ㄏㄠˋ,tóu hào
8282,投機,精熟,第6級,,9,2,"[['投機', ['10304']]]",ㄊㄡˊ ㄐㄧ,tóu jī
8283,頭巾,精熟,第6級,,8,4,"[['頭巾', ['10377']]]",ㄊㄡˊ ㄐㄧㄣ,tóu jīn
8284,投靠,精熟,第6級,,8,2,"[['投靠', ['10301']]]",ㄊㄡˊ ㄎㄠˋ,tóu kào
8285,偷竊,精熟,第6級,,8,4,"[['偷竊', ['10278']]]",ㄊㄡ ㄑㄧㄝˋ,tōu qiè
8286,投入,精熟,第6級,,72,121,"[['投入', ['10327']]]",ㄊㄡˊ ㄖㄨˋ,tóu rù
8287,投射,精熟,第6級,,10,6,"[['投射', ['10318']]]",ㄊㄡˊ ㄕㄜˋ,tóu shè
8288,投身,精熟,第6級,,7,5,"[['投身', ['10322']]]",ㄊㄡˊ ㄕㄣ,tóu shēn
8289,偷襲,精熟,第6級,,7,1,"[['偷襲', ['10280']]]",ㄊㄡ ㄒㄧˊ,tōu xí
8290,頭銜,精熟,第6級,,12,4,"[['頭銜', ['10380']]]",ㄊㄡˊ ㄒㄧㄢˊ,tóu xián
8291,頭緒,精熟,第6級,,8,2,"[['頭緒', ['10381']]]",ㄊㄡˊ ㄒㄩˋ,tóu xù
8292,投注,精熟,第6級,,9,7,"[['投注', ['10315']]]",ㄊㄡˊ ㄓㄨˋ,tóu zhù
8293,頭子,精熟,第6級,,8,1,"[['頭子', ['10388']]]",ㄊㄡˊ ˙ㄗ,tóu zi
8294,徒,精熟,第6級,,20,8,"[['徒', ['11440']]]",ㄊㄨˊ,tú
8295,圖表,精熟,第6級,,13,2,"[['圖表', ['11465']]]",ㄊㄨˊ ㄅㄧㄠˇ,tú biǎo
8296,徒弟,精熟,第6級,,9,4,"[['徒弟', ['11443']]]",ㄊㄨˊ ㄉㄧˋ,tú dì
8297,突發,精熟,第6級,,10,7,"[['突發', ['11413']]]",ㄊㄨˊ ㄈㄚ,tú fā
8298,途徑,精熟,第6級,,22,13,"[['途徑', ['11431']]]",ㄊㄨˊ ㄐㄧㄥˋ,tú jìng
8299,土壤,精熟,第6級,,11,114,"[['土壤', ['11542']]]",ㄊㄨˇ ㄖㄤˇ,tǔ rǎng
8300,突如其來,精熟,第6級,,9,6,"[['突如其來', ['11423']]]",ㄊㄨˊ ㄖㄨˊ ㄑㄧˊ ㄌㄞˊ,tú rú qí lái
8301,屠殺,精熟,第6級,,12,7,"[['屠殺', ['11459']]]",ㄊㄨˊ ㄕㄚ,tú shā
8302,凸顯,精熟,第6級,,7,3,"[['凸顯', ['11408']]]",ㄊㄨˊ ㄒㄧㄢˇ,tú xiǎn
8303,突顯,精熟,第6級,,7,4,"[['突顯', ['11420']]]",ㄊㄨˊ ㄒㄧㄢˇ,tú xiǎn
8304,圖形,精熟,第6級,,13,5,"[['圖形', ['11480']]]",ㄊㄨˊ ㄒㄧㄥˊ,tú xíng
8305,團團轉,精熟,第6級,,5,0,"[['團團轉', ['11823']]]",ㄊㄨㄢˊ ㄊㄨㄢˊ ㄓㄨㄢˋ,tuán tuán zhuàn
8306,推崇,精熟,第6級,,10,4,"[['推崇', ['11734']]]",ㄊㄨㄟ ㄔㄨㄥˊ,tuī chóng
8307,推斷,精熟,第6級,,8,3,"[['推斷', ['11695']]]",ㄊㄨㄟ ㄉㄨㄢˋ,tuī duàn
8308,退化,精熟,第6級,,11,13,"[['退化', ['11774']]]",ㄊㄨㄟˋ ㄏㄨㄚˋ,tuì huà
8309,推進,精熟,第6級,,14,4,"[['推進', ['11713']]]",ㄊㄨㄟ ㄐㄧㄣˋ,tuī jìn
8310,推舉,精熟,第6級,,9,1,"[['推舉', ['11715']]]",ㄊㄨㄟ ㄐㄩˇ,tuī jǔ
8311,退路,精熟,第6級,,4,1,"[['退路', ['11770']]]",ㄊㄨㄟˋ ㄌㄨˋ,tuì lù
8312,推論,精熟,第6級,,20,4,"[['推論', ['11702']]]",ㄊㄨㄟ ㄌㄨㄣˋ,tuī lùn
8313,退讓,精熟,第6級,,4,1,"[['退讓', ['11799']]]",ㄊㄨㄟˋ ㄖㄤˋ,tuì ràng
8314,退縮,精熟,第6級,,14,12,"[['退縮', ['11802']]]",ㄊㄨㄟˋ ㄙㄨㄛ,tuì suō
8315,推行,精熟,第6級,,16,24,"[['推行', ['11724']]]",ㄊㄨㄟ ㄒㄧㄥˊ,tuī xíng
8316,推展,精熟,第6級,,7,9,"[['推展', ['11727']]]",ㄊㄨㄟ ㄓㄢˇ,tuī zhǎn
8317,褪色,精熟,第6級,,6,3,[],ㄊㄨㄣˋ ㄙㄜˋ,tùn sè
8318,托,精熟,第6級,,16,9,"[['托', ['11575']]]",ㄊㄨㄛ,tuō
8319,託,精熟,第6級,,15,4,"[['託', ['11584']]]",ㄊㄨㄛ,tuō
8320,駝背,精熟,第6級,,6,5,"[['駝背', ['11656']]]",ㄊㄨㄛˊ ㄅㄟˋ,tuó bèi
8321,妥當,精熟,第6級,,13,3,"[['妥當', ['11665']]]",ㄊㄨㄛˇ ㄉㄤˋ,tuǒ dàng
8322,脫口而出,精熟,第6級,,7,1,"[['脫口而出', ['11627']]]",ㄊㄨㄛ ㄎㄡˇ ㄦˊ ㄔㄨ,tuō kǒu ér chū
8323,托盤,精熟,第6級,,5,1,[],ㄊㄨㄛ ㄆㄢˊ,tuō pán
8324,妥善,精熟,第6級,,12,7,"[['妥善', ['11668']]]",ㄊㄨㄛˇ ㄕㄢˋ,tuǒ shàn
8325,脫身,精熟,第6級,,7,2,"[['脫身', ['11640']]]",ㄊㄨㄛ ㄕㄣ,tuō shēn
8326,脫手,精熟,第6級,,2,0,"[['脫手', ['11638']]]",ㄊㄨㄛ ㄕㄡˇ,tuō shǒu
8327,妥協,精熟,第6級,,17,10,"[['妥協', ['11667']]]",ㄊㄨㄛˇ ㄒㄧㄝˊ,tuǒ xié
8328,拓展,精熟,第6級,,12,7,"[['拓展', ['11677']]]",ㄊㄨㄛˋ ㄓㄢˇ,tuò zhǎn
8329,瓦解,精熟,第6級,,14,7,"[['瓦解', ['43120']]]",ㄨㄚˇ ㄐㄧㄝˇ,wǎ jiě
8330,挖掘,精熟,第6級,,14,10,"[['挖掘', ['43099']]]",ㄨㄚ ㄐㄩㄝˊ,wā jué
8331,歪,精熟,第6級,,16,4,"[['歪', ['43176', '43185']]]",ㄨㄞ,wāi
8332,外觀,精熟,第6級,,14,28,"[['外觀', ['43213']]]",ㄨㄞˋ ㄍㄨㄢ,wài guān
8333,外號,精熟,第6級,,4,4,"[['外號', ['43219']]]",ㄨㄞˋ ㄏㄠˋ,wài hào
8334,外匯,精熟,第6級,,8,4,"[['外匯', ['43223']]]",ㄨㄞˋ ㄏㄨㄟˋ,wài huì
8335,外籍,精熟,第6級,,6,16,"[['外籍', ['43226']]]",ㄨㄞˋ ㄐㄧˊ,wài jí
8336,外甥,精熟,第6級,,8,3,"[['外甥', ['43256']]]",ㄨㄞˋ ㄕㄥ,wài shēng
8337,外圍,精熟,第6級,,9,8,"[['外圍', ['43277']]]",ㄨㄞˋ ㄨㄟˊ,wài wéi
8338,外資,精熟,第6級,,7,9,"[['外資', ['43260']]]",ㄨㄞˋ ㄗ,wài zī
8339,玩伴,精熟,第6級,,7,3,"[['玩伴', ['43673']]]",ㄨㄢˊ ㄅㄢˋ,wán bàn
8340,完備,精熟,第6級,,6,4,"[['完備', ['43650']]]",ㄨㄢˊ ㄅㄟˋ,wán bèi
8341,完畢,精熟,第6級,,16,13,"[['完畢', ['43651']]]",ㄨㄢˊ ㄅㄧˋ,wán bì
8342,完工,精熟,第6級,,9,15,"[['完工', ['43658']]]",ㄨㄢˊ ㄍㄨㄥ,wán gōng
8343,頑固,精熟,第6級,,9,1,"[['頑固', ['43698']]]",ㄨㄢˊ ㄍㄨˋ,wán gù
8344,挽回,精熟,第6級,,9,4,"[['挽回', ['43727']]]",ㄨㄢˇ ㄏㄨㄟˊ,wǎn huí
8345,挽救,精熟,第6級,,10,10,"[['挽救', ['43728']]]",ㄨㄢˇ ㄐㄧㄡˋ,wǎn jiù
8346,萬能,精熟,第6級,,6,3,"[['萬能', ['43774']]]",ㄨㄢˋ ㄋㄥˊ,wàn néng
8347,玩弄,精熟,第6級,,8,1,"[['玩弄', ['43677']]]",ㄨㄢˊ ㄋㄨㄥˋ,wán nòng
8348,頑皮,精熟,第6級,,5,4,"[['頑皮', ['43694']]]",ㄨㄢˊ ㄆㄧˊ,wán pí
8349,頑強,精熟,第6級,,7,3,"[['頑強', ['43700']]]",ㄨㄢˊ ㄑㄧㄤˊ,wán qiáng
8350,宛如,精熟,第6級,,18,5,"[['宛如', ['43706']]]",ㄨㄢˇ ㄖㄨˊ,wǎn rú
8351,完善,精熟,第6級,,13,11,"[['完善', ['43669']]]",ㄨㄢˊ ㄕㄢˋ,wán shàn
8352,萬歲,精熟,第6級,,12,5,"[['萬歲', ['43802']]]",ㄨㄢˋ ㄙㄨㄟˋ,wàn suì
8353,萬萬,精熟,第6級,,7,4,[],ㄨㄢˋ ㄨㄢˋ,wàn wàn
8354,惋惜,精熟,第6級,,7,2,"[['惋惜', ['43761']]]",ㄨㄢˋ ㄒㄧˊ,wàn xí
8355,蜿蜒,精熟,第6級,,8,7,"[['蜿蜒', ['43635']]]",ㄨㄢˇ ㄧㄢˊ,wǎn yán
8356,晚宴,精熟,第6級,,6,2,"[['晚宴', ['43753']]]",ㄨㄢˇ ㄧㄢˋ,wǎn yàn
8357,彎腰,精熟,第6級,,12,9,[],ㄨㄢ ㄧㄠ,wān yāo
8358,玩意兒,精熟,第6級,,10,3,"[['玩意兒', ['43688']]]",ㄨㄢˊ ㄧㄜˋㄦ,wán yèr
8359,旺,精熟,第6級,,11,11,"[['旺', ['44082']]]",ㄨㄤˋ,wàng
8360,往返,精熟,第6級,,9,6,"[['往返', ['44066']]]",ㄨㄤˇ ㄈㄢˇ,wǎng fǎn
8361,亡國,精熟,第6級,,9,2,"[['亡國', ['44004']]]",ㄨㄤˊ ㄍㄨㄛˊ,wáng guó
8362,往日,精熟,第6級,,8,2,"[['往日', ['44079']]]",ㄨㄤˇ ㄖˋ,wǎng rì
8363,旺盛,精熟,第6級,,11,15,"[['旺盛', ['44084']]]",ㄨㄤˋ ㄕㄥˋ,wàng shèng
8364,往生,精熟,第6級,,5,29,"[['往生', ['44078']]]",ㄨㄤˇ ㄕㄥ,wǎng shēng
8365,往昔,精熟,第6級,,8,3,"[['往昔', ['44073']]]",ㄨㄤˇ ㄒㄧˊ,wǎng xí
8366,妄想,精熟,第6級,,11,4,"[['妄想', ['44089']]]",ㄨㄤˋ ㄒㄧㄤˇ,wàng xiǎng
8367,望遠鏡,精熟,第6級,,12,16,"[['望遠鏡', ['44118']]]",ㄨㄤˋ ㄩㄢˇ ㄐㄧㄥˋ,wàng yuǎn jìng
8368,惟/唯,精熟,第6級,,32,5,"[['惟', ['43397']], ['唯', ['43398']]]",ㄨㄟˊ,wéi
8369,為2,精熟,第6級,,2687,1519,"[['為', ['43336']]]",ㄨㄟˊ,wéi
8370,偽,精熟,第6級,,16,1,"[['偽', ['43565']]]",ㄨㄟˋ,wèi
8371,違背,精熟,第6級,,15,7,"[['違背', ['43375']]]",ㄨㄟˊ ㄅㄟˋ,wéi bèi
8372,微不足道,精熟,第6級,,9,3,"[['微不足道', ['43431']]]",ㄨㄟˊ ㄅㄨˋ ㄗㄨˊ ㄉㄠˋ,wéi bù zú dào
8373,唯獨/惟獨,精熟,第6級,,10,4,"[['唯獨', ['43402']]]",ㄨㄟˊ ㄉㄨˊ,wéi dú
8374,違法,精熟,第6級,,8,9,"[['違法', ['43376']]]",ㄨㄟˊ ㄈㄚˇ,wéi fǎ
8375,違反,精熟,第6級,,24,12,"[['違反', ['43378']]]",ㄨㄟˊ ㄈㄢˇ,wéi fǎn
8376,圍攻,精熟,第6級,,8,1,"[['圍攻', ['43365']]]",ㄨㄟˊ ㄍㄨㄥ,wéi gōng
8377,圍觀,精熟,第6級,,6,2,"[['圍觀', ['43364']]]",ㄨㄟˊ ㄍㄨㄢ,wéi guān
8378,危害,精熟,第6級,,11,30,"[['危害', ['43321']]]",ㄨㄟˊ ㄏㄞˋ,wéi hài
8379,危及,精熟,第6級,,5,6,"[['危及', ['43324']]]",ㄨㄟˊ ㄐㄧˊ,wéi jí
8380,畏懼,精熟,第6級,,14,5,"[['畏懼', ['43577']]]",ㄨㄟˋ ㄐㄩˋ,wèi jù
8381,慰勞,精熟,第6級,,3,2,"[['慰勞', ['43608']]]",ㄨㄟˋ ㄌㄠˋ,wèi lào
8382,未免,精熟,第6級,,13,2,"[['未免', ['43516']]]",ㄨㄟˋ ㄇㄧㄢˇ,wèi miǎn
8383,為難,精熟,第6級,,13,2,"[['為難', ['43340']]]",ㄨㄟˊ ㄋㄢˊ,wéi nán
8384,為期,精熟,第6級,,8,11,"[['為期', ['43343']]]",ㄨㄟˊ ㄑㄧˊ,wéi qí
8385,圍牆,精熟,第6級,,10,6,"[['圍牆', ['43370']]]",ㄨㄟˊ ㄑㄧㄤˊ,wéi qiáng
