context,vocab,pinyin,pos,level
,沒什麼,méishénme,Vs,level3
,門,mén,M,level3
,迷人,mírén,Vs,level3
,密切,mìqiè,Vs,level3
,面,miàn,M / N,level3
,免費,miănfèi,Vs,level3
,面積,miànjī,N,level3
,面前,miànqián,N,level3
,麵條,miàntiáo,N,level3
,秒,miăo,M,level3
,描寫,miáoxiě,V,level3
,廟,miào,N,level3
,米飯,mĭfàn,N,level3
,米粉,mĭfěn,N,level3
,迷路,mílù,Vp-sep,level3
,秘密/祕密,mìmì,N,level3
,明白,míngbái,Vpt,level3
,名詞,míngcí,N,level3
,民國,mínguó,N,level3
,明顯,míngxiăn,Vs,level3
,明星,míngxīng,N,level3
,命,mìng,N,level3
,民族,mínzú,N,level3
,陌生,mòshēng,Vs,level3
,摸,mō,V,level3
,某,mŏu,Det,level3
,木,mù,N,level3
,目前,mùqián,N,level3
,木頭,mùtou,N,level3
,那,nà,Conj,level3
,那麼,nàme,Conj,level3
,奶,năi,N,level3
,耐心,nàixīn,N,level3
,南方,nánfāng,N,level3
,難怪,nánguài,Adv,level3
,難看,nánkàn,Vs,level3
,腦,năo,N,level3
,腦(子),năo(zi),N,level3
,拿手,náshŏu,Vs,level3
,哪些,năxiē,Det,level3
,內容,nèiróng,N,level3
,能夠,nénggòu,Vaux,level3
,年,nián,N,level3
,年代,niándài,N,level3
,年齡,niánlíng,N,level3
,年年,niánnián,Adv,level3
,牛仔褲,niúzăikù,N,level3
,農業,nóngyè,N,level3
,女士,nǚshì,N,level3
,喔,ō,Ptc,level3
,哦,ó,Ptc,level3
,排,pái,V,level3
,牌(子),pái(zi),N,level3
,盼望,pànwàng,Vst,level3
,培養,péiyăng,V,level3
,配,pèi,V,level3
,配合,pèihé,V,level3
,碰,pèng,V,level3
,碰到,pèngdào,Vpt,level3
,碰上,pèngshàng,Vpt,level3
,批評,pīpíng,V,level3
,皮,pí,N,level3
,皮帶,pídài,N,level3
,皮膚,pífū,N,level3
,篇,piān,M,level3
,騙子,piànzi,N,level3
,坪,píng,M,level3
,平,píng,Vs,level3
,平安,píngān,Vs,level3
,平等,píngděng,Vs,level3
,平時,píngshí,N,level3
,平原,píngyuán,N,level3
,品質,pĭnzhí,N,level3
,破壞,pòhuài,V,level3
,普遍,pŭbiàn,Vs,level3
,期,qí,M,level3
,起,qĭ,N / V,level3
,氣,qì,N / Det,level3
,鉛筆,qiānbĭ,N,level3
,簽名,qiānmíng,V-sep,level3
,謙虛,qiānxū,Vs,level3
,前,qián,N / Det,level3
,強盜,qiángdào,N,level3
,強調,qiángdiào,V,level3
,搶,qiăng,V,level3
,橋,qiáo,N,level3
,欺負,qīfù,V,level3
,其次,qícì,Conj,level3
,期間,qíjiān,N,level3
,起飛,qĭfēi,Vp,level3
,起來,qĭlái,Ptc,level3
,親,qīn,V,level3
,親切,qīnqiè,Vs,level3
,親手,qīnshŏu,Adv,level3
,親眼,qīnyăn,Adv,level3
,親自,qīnzì,Adv,level3
,清,qīng,Vs-pred,level3
,青年,qīngnián,N,level3
,青少年,qīngshàonián,N,level3
,晴,qíng,Vs-pred,level3
,情,qíng,N,level3
,情況,qĭngjià,N,level3
,情人,qíngrén,N,level3
,請假,qĭngjià,V,level3
,請教,qĭngjiào,V,level3
,請求,qĭngqiú,V,level3
,慶祝,qìngzhù,V,level3
,窮,qióng,Vs,level3
,求,qiú,V,level3
,球場,qiúchăng,N,level3
,球賽,qiúsài,N,level3
,球員,qiúyuán,N,level3
,氣溫,qìwēn,N,level3
,企業,qìyè,N,level3
,去,qù,Adv / Ptc,level3
,去世,qùshì,Vp,level3
,全,quán,Det,level3
,全球,quánqiú,N,level3
,全身,quánshēn,N,level3
,取代,qŭdài,V,level3
,缺點,quēdiăn,N,level3
,卻,què,Adv,level3
,確定,quèdìng,Vs,level3
,確認,quèrèn,V,level3
,讓,ràng,V,level3
,忍,rěn,Vs,level3
,認,rèn,V,level3
,認得,rènde,Vst,level3
,扔,rēng,Vpt,level3
,仍,réng,Adv,level3
,仍然,réngrán,Adv,level3
,人家,rénjiā,N,level3
,人間,rénjiān,N,level3
,人口,rénkŏu,N,level3
,人類,rénlèi,N,level3
,人們,rénmen,N,level3
,人民,rénmín,N,level3
,人人,rénrén,N,level3
,人數,rénshù,N,level3
,人物,rénwù,N,level3
,忍耐,rěnnài,Vst,level3
,任務,rènwù,N,level3
,熱水,rèshuĭ,N,level3
,日出,rìchū,Vi,level3
,日期,rìqí,N,level3
,如,rú,Conj / Prep,level3
,如此,rúcĭ,Vs,level3
,如下,rúxià,Vs,level3
,如意,rúyì,Vs,level3
,弱,ruò,Vs,level3
,森林,sēnlín,N,level3
,失戀,shīliàn,Vp,level3
,失去,shīqù,Vpt,level3
,獅(子),shī(zi),N,level3
,時代,shídài,N,level3
,十分,shífēn,Adv,level3
,實話,shíhuà,N,level3
,實際,shíjì,Vs,level3
,時刻,shíkè,N,level3
,實力,shílì,N,level3
,石頭(˙ㄊㄡ) /石,shítou/shí,N,level3
,實行,shíxíng,V,level3
,石油,shíyóu,N,level3
,實在,shízài,Vs,level3
,使得,shĭde,Vst,level3
,使用,shĭyòng,V,level3
,事業,shìyè,N,level3
,事實,shìshí,N,level3
,適應,shìyìng,Vst,level3
,市長,shìzhăng,N,level3
,殺,shā,V,level3
,晒,shài,V,level3
,傷害,shānghài,V,level3
,商品,shāngpĭn,N,level3
,商業,shāngyè,N,level3
,上,shàng,Det,level3
,上當,shàngdàng,Vp,level3
,上帝,shàngdì,N,level3
,上街,shàngjiē,Vi,level3
,山區,shānqū,N,level3
,燒,shāo,V,level3
,少,shăo,Adv,level3
,蛇,shé,N,level3
,設備,shèbèi,N,level3
,設計,shèjì,N / V,level3
,升,shēng,V,level3
,聲,shēng,M,level3
,生,shēng,V,level3
,生產,shēngchăn,V,level3
,聲調,shēngdiào,N,level3
,生動,shēngdòng,Vs,level3
,生活,shēnghuó,Vi,level3
,生命,shēngmìng,N,level3
,生字,shēngzì,N,level3
,深入,shēnrù,Vs,level3
,身上,shēnshàng,N,level3
,省,shěng,Vst,level3
,省錢,shěngqián,Vs-sep,level3
,剩,shèng,Vst,level3
,剩下,shèngxià,Vpt,level3
,甚至,shènzhì,Adv,level3
,收穫,shōuhuò,N,level3
,收音機,shōuyīnjī,N,level3
,熟悉,shoúxī,Vst,level3
,手續,shŏuxù,N,level3
,首,shŏu,M,level3
,受得了,shòudeliao,Vst,level3
,受傷,shòushāng,Vp-sep,level3
,輸,shū,Vp,level3
,蔬菜,shūcài,N,level3
,舒適,shūshì,Vs,level3
,數,shŭ,V,level3
,數字,shùzì,N,level3
,雙,shuāng,Vs-attr,level3
,刷牙,shuāyá,V-sep,level3
,水餃,shuĭjiăo,N,level3
,水平,shuĭpíng,N,level3
,睡著,shuìzháo,Vp,level3
,水準,shuĭzhŭn,N,level3
,樹木,shùmù,N,level3
,順便,shùnbiàn,Adv,level3
,順利,shùnlì,Vs,level3
,說法,shuōfă,N,level3
,說明,shuōmíng,N / V,level3
,說起來,shuōqĭlái,Adv,level3
,思考,sīkăo,V,level3
,思想,sīxiăng,N,level3
,似乎/似,sìhū/sì,Adv,level3
,寺廟,sìmiào,N,level3
,算了,suànle,Vs,level3
,隨便,suíbiàn,Vs,level3
,隨時,suíshí,Adv,level3
,所,suŏ,M / Ptc,level3
,所謂,suŏwèi,Vs-attr,level3
,抬,tái,V,level3
,態度,tàidù,N,level3
,堂,táng,N / M,level3
,躺,tăng,V,level3
,談話,tánhuà,V-sep,level3
,討厭,tăoyàn,Vst,level3
,特地,tèdì,Adv,level3
,特色,tèsè,N,level3
,特殊,tèshū,Vs,level3
,田,tián,N,level3
,填,tián,V,level3
,天堂,tiāntáng,N,level3
,天天,tiāntiān,Adv,level3
,天下,tiānxià,N,level3
,條件,tiáojiàn,N,level3
,挑戰,tiăozhàn,V,level3
,題材,tícái,N,level3
,提到,tídào,Vpt,level3
,提高,tígāo,V,level3
,提供,tígōng,V,level3
,體會,tĭhuì,Vst,level3
,體力,tĭlì,N,level3
,體貼,tĭtiē,Vst,level3
,體重,tĭzhòng,N,level3
,貼,tiē,V,level3
,鐵,tiě,N,level3
,鐵路,tiělù,N,level3
,聽力,tīnglì,N,level3
,聽起來,tīngqĭlái,Adv,level3
,聽眾,tīngzhòng,N,level3
,挺,tĭng,Adv,level3
,通,tōng,Vs-pred,level3
,通過,tōngguò,Vpt,level3
,通知,tōngzhī,V / N,level3
,同,tóng,Det / Prep,level3
,同情,tóngqíng,Vst,level3
,同事,tóngshì,N,level3
,痛苦,tòngkŭ,Vs,level3
,頭,tóu,Det,level3
,投,tóu,V,level3
,投資,tóuzī,V,level3
,土,tŭ,N,level3
,團體,tuántĭ,N,level3
,團圓,tuányuán,Vs,level3
,土地,tŭdì,N,level3
,推,tuī,V,level3
,推薦,tuījiàn,V,level3
,推銷,tuīxiāo,V,level3
,退步,tuìbù,Vp,level3
,退休,tuìxiū,Vp,level3
,突然,túrán,Adv,level3
,兔(子),tù(zi),N,level3
,外邊,wàibiān,N,level3
,外文,wàiwén,N,level3
,外語,wàiyŭ,N,level3
,外祖父,wàizŭfù,N,level3
,外祖母,wàizŭmŭ,N,level3
,完成,wánchéng,Vpt,level3
,玩具,wánjù,N,level3
,晚,wăn,Vs,level3
,萬一,wànyī,Adv,level3
,網,wăng,N,level3
,往往,wăngwăng,Adv,level3
,娃娃(˙ㄨㄚ),wáwa,N,level3
,維持,wéichí,V,level3
,微笑,wéixiào,Vi,level3
,偉大,wěidà,Vs,level3
,為,wèi,Prep,level3
,未來,wèilái,N,level3
,位置,wèizhì,N,level3
,溫度,wēndù,N,level3
,溫暖,wēnnuăn,Vs,level3
,溫柔,wēnróu,Vs,level3
,文件,wénjiàn,N,level3
,文學,wénxué,N,level3
,文章/文,wénzhāng/wén,N,level3
,文字,wénzì,N,level3
,穩定,wěndìng,Vs,level3
,問好,wènhăo,Vi,level3
,問候,wènhòu,V,level3
,握手,wòshŏu,V-sep,level3
,無,wú,Vs-attr,level3
,無法,wúfă,Adv,level3
,無論如何,wúlùnrúhé,Conj,level3
,無窮,wúqióng,Vs,level3
,無所謂,wúsuŏwèi,Vs,level3
,誤會,wùhuì,N,level3
,物價,wùjià,N,level3
,西北,xīběi,N,level3
,西餐,xīcān,N,level3
,西方,xīfāng,N,level3
,西南,xīnán,N,level3
,吸毒,xīdú,V-sep,level3
,犧牲,xīshēng,Vpt,level3
,吸收,xīshōu,V,level3
,希望,xīwàng,N,level3
,吸引,xīyĭn,Vst,level3
,喜愛,xĭài,Vst,level3
,細,xì,Vs,level3
,細心,xìxīn,Vs,level3
,戲,xì,N,level3
,戲劇,xìjù,N,level3
,系統,xìtŏng,N,level3
,下,xià,Det / M,level3
,嚇,xià,Vs-pred,level3
,下來,xiàlái,Ptc,level3
,線,xiàn,N,level3
,相對,xiāngduì,Vs-attr,level3
,相反,xiāngfăn,Vs,level3
,相關,xiāngguān,Vs,level3
,香水,xiāngshuĭ,N,level3
,相同,xiāngtóng,Vs,level3
,詳細,xiángxì,Vs,level3
,響,xiăng,Vp,level3
,想到,xiăngdào,Vpt,level3
,想像,xiăngxiàng,N / Vst,level3
,項,xiàng,M,level3
,相聲,xiàngshēng,N,level3
,限,xiàn,Vst,level3
,現實,xiànshí,N / Vs,level3
,現象,xiànxiàng,N,level3
,限制,xiànzhì,N,level3
,小說,xiăoshuō,N,level3
,小偷,xiăotōu,N,level3
,小組,xiăozŭ,N,level3
,效果,xiàoguŏ,N,level3
,笑話,xiàohuà,N,level3
,孝順,xiàoshùn,Vs / Vst,level3
,校長,xiàozhăng,N,level3
,嚇一跳,xiàyītiào,Vp,level3
,協助,xiézhù,V,level3
,血,xiě,N,level3
,謝,xiè,V,level3
,心得,xīndé,N,level3
,心理,xīnlĭ,N,level3
,心意,xīnyì,N,level3
,欣賞,xīnshăng,Vst,level3
,新生,xīnshēng,N,level3
,信,xìn,Vst,level3
,信心,xìnxīn,N,level3
,興奮,xīngfèn,Vs,level3
,行動,xíngdòng,N,level3
,形容,xíngróng,V,level3
,行為,xíngwéi,N,level3
,醒,xĭng,Vp,level3
,醒來,xĭnglái,Vp,level3
,姓,xìng,N,level3
,性別,xìngbié,N,level3
,性格,xìnggé,N,level3
,幸好,xìnghăo,Adv,level3
,幸虧,xìngkuī,Adv,level3
,幸運,xìngyùn,Vs,level3
,兇/凶,xiōng,Vs,level3
,熊貓,xióngmāo,N,level3
,修,xiū,V,level3
,修改,xiūgăi,V,level3
,修理,xiūlĭ,V,level3
,需求,xūqiú,N,level3
,需要,xūyào,N,level3
,選舉,xuănjŭ,N,level3
,學費,xuéfèi,N,level3
,學會,xuéhuì,Vpt,level3
,學問,xuéwèn,N,level3
,尋找,xúnzhăo,V,level3
,訓練,xùnliàn,V,level3
,押金,yājīn,N,level3
,鴨(子),yā(zi),N,level3
,牙,yá,N,level3
,牙齒,yáchĭ,N,level3
,演,yăn,V,level3
,演出,yănchū,V,level3
,羊,yáng,N,level3
,陽光,yángguāng,N,level3
,養,yăng,V,level3
,樣樣,yàngyàng,Det,level3
,煙火,yānhuŏ,N,level3
,眼光,yănguāng,N,level3
,演講,yănjiăng,Vi,level3
,眼淚,yănlèi,N,level3
,演員,yănyuán,N,level3
,邀請,yāoqĭng,V,level3
,咬,yăo,V,level3
,要,yào,Vst,level3
,要不然,yàobùrán,Conj,level3
,要不是,yàobúshì,Conj,level3
,要緊,yàojĭn,Vs,level3
,也好,yěhăo,,level3
,頁,yè,M,level3
,夜裡/裏,yèlĭ/lĭ,N,level3
,一般來說,yībānláishuō,,level3
,一點/一點兒,yīdiăn/yīdiănr,Adv,level3
,一方面,yīfāngmiàn,Conj,level3
,衣櫃,yīguì,N,level3
,依靠,yīkào,V,level3
,一連,yīlián,Adv,level3
,一生,yīshēng,N,level3
,一時,yīshí,N,level3
,一同,yītóng,Adv,level3
,一向,yīxiàng,Adv,level3
,一樣,yīyàng,N,level3
,以,yĭ,Prep,level3
,以及,yĭjí,Conj,level3
,以來,yĭlái,N,level3
,以免,yĭmiăn,Conj,level3
,藝術,yìshù,N,level3
,意外,yìwài,N,level3
,意義,yìyì,N,level3
,陰,yīn,Vs,level3
,因此,yīncĭ,Conj,level3
,音響,yīnxiăng,N,level3
,引起,yĭnqĭ,V,level3
,英俊,yīngjùn,Vs,level3
,贏,yíng,Vp,level3
,營養,yíngyăng,N,level3
,影片,yĭngpiàn,N,level3
,勇敢,yŏnggăn,Vs,level3
,擁有,yŏngyŏu,Vst,level3
,永遠,yŏngyuăn,Adv,level3
,用,yòng,Prep,level3
,用法,yòngfă,N,level3
,用品,yòngpĭn,N,level3
,優點,yōudiăn,N,level3
,幽默,yōumò,Vs,level3
,優秀,yōuxiù,Vs,level3
,遊客,yóukè,N,level3
,由於,yóuyú,Conj,level3
,有效,yŏuxiào,Vs,level3
,友誼,yŏuyì,N,level3
,愉快,yúkuài,Vs,level3
,於是,yúshì,Conj,level3
,噢,yŭ,Ptc,level3
,與,yŭ,Conj / Prep,level3
,玉,yù,N,level3
,玉米,yùmĭ,N,level3
,預備,yùbèi,V,level3
,遇到,yùdào,Vpt,level3
,預習,yùxí,V,level3
,圓,yuán,N,level3
,員工,yuángōng,N,level3
,原諒,yuánliàng,Vst,level3
,願望,yuànwàng,N,level3
,約,yuē,Adv,level3
,月餅,yuèbĭng,N,level3
,閱讀,yuèdú,V,level3
,樂團,yuètuán,N,level3
,雲,yún,N,level3
,運氣,yùnqì,N,level3
,在,zài,Vst,level3
,在意,zàiyì,Vst,level3
,在於,zàiyú,Vst,level3
,早,zăo,Adv,level3
,早日,zăorì,Adv,level3
,早晚,zăowăn,N,level3
,造成,zàochéng,Vpt,level3
,噪音,zàoyīn,N,level3
,增加/增,zēngjiā/zēng,Vpt,level3
,責任,zérèn,N,level3
,知,zhī,Vst,level3
,之後,zhīhòu,N,level3
,之間,zhījiān,N,level3
,之前,zhīqián,N,level3
,直,zhí,Vs,level3
,直到,zhídào,Prep,level3
,值得,zhíde,Vst,level3
,殖民地,zhímíndì,N,level3
,植物,zhíwù,N,level3
,職業,zhíyè,N,level3
,職員,zhíyuán,N,level3
,指,zhĭ,V,level3
,只是,zhĭshì,Conj,level3
,只有,zhĭyŏu,Adv / Conj,level3
,制度,zhìdù,N,level3
,智慧,zhìhuì,N,level3
,至少,zhìshăo,Adv,level3
,至於,zhìyú,Prep,level3
,摘,zhāi,V,level3
,站,zhàn,N,level3
,暫時,zhànshí,Adv,level3
,戰爭,zhànzhēng,N,level3
,掌握,zhăngwò,V,level3
,障礙,zhàngài,N,level3
,著(ㄓㄠ)急,zhāojí,Vs,level3
,招待,zhāodài,V,level3
,招牌,zhāopái,N,level3
,找錢,zhăoqián,V-sep,level3
,照,zhào,V / Prep,level3
,炸,zhà,V,level3
,珍貴,zhēnguì,Vs,level3
,真理,zhēnlĭ,N,level3
,真實,zhēnshí,Vs,level3
,真是,zhēnshì,Adv,level3
,真心,zhēnxīn,Vs,level3
,真正,zhēnzhèng,Adv / Vs-attr,level3
,整理,zhěnglĭ,V,level3
,整齊,zhěngqí,Vs,level3
,證明,zhèngmíng,V,level3
,正確,zhèngquè,Vs,level3
,證書,zhèngshū,N,level3
,政治,zhèngzhì,N,level3
,哲學,zhéxué,N,level3
,這樣子,zhèyàngzi,Vs / Adv,level3
,中部,zhōngbù,N,level3
,中餐,zhōngcān,N,level3
,終於,zhōngyú,Adv,level3
,種,zhòng,V,level3
,重點,zhòngdiăn,N,level3
,重視,zhòngshì,Vst,level3
,周圍,zhōuwéi,N,level3
,煮,zhŭ,V,level3
,主動,zhŭdòng,Vs,level3
,主婦,zhŭfù,N,level3
,主管,zhŭguăn,N,level3
,主任,zhŭrèn,N,level3
,主題,zhŭtí,N,level3
,主要,zhŭyào,Adv / Vs-attr,level3
,主意,zhŭyì,N,level3
,助,zhù,V,level3
,祝福,zhùfú,N / V,level3
,助理,zhùlĭ,N,level3
,著名,zhùmíng,Vs,level3
,狀態,zhuàngtài,N,level3
,專心,zhuānxīn,Vs,level3
,專業,zhuānyè,Vs-attr,level3
,追求,zhuīqiú,V,level3
,準時,zhŭnshí,Vs,level3
,著,zhuó,V,level3
,資源,zīyuán,N,level3
,仔細,zĭxì,Vs,level3
,自從,zìcóng,Prep,level3
,自動,zìdòng,Vs,level3
,自殺,zìshā,Vi,level3
,自信,zìxìn,N,level3
,自在,zìzài,Vs,level3
,宗教,zōngjiào,N,level3
,總而言之,zŏngéryánzhī,Conj,level3
,總算,zŏngsuàn,Adv,level3
,總統,zŏngtŏng,N,level3
,總之,zŏngzhī,Conj,level3
,走走,zŏuzŏu,Vi,level3
,組,zŭ,M,level3
,祖父,zŭfù,N,level3
,祖母,zŭmŭ,N,level3
,祖先,zŭxiān,N,level3
,醉,zuì,Vp,level3
,最初,zuìchū,N,level3
,最多,zuìduō,Adv,level3
,最後,zuìhòu,N,level3
,最佳,zuìjiā,Vs-attr,level3
,尊敬,zūnjìng,Vst,level3
,作,zuò,V,level3
,做夢/作夢,zuòmèng,V-sep,level3
,作品,zuòpĭn,N,level3
,做人,zuòrén,Vi,level3
,做事,zuòshì,Vi,level3
,作者,zuòzhě,N,level3
個人資料,男,nán,N,novice1
個人資料,女,nǚ,N,novice1
個人資料,孩子,háizi,N,novice1
個人資料,小姐,xiăojiě,N,novice1
個人資料,先生,xiānshēng,N,novice1
個人資料,太太,tàitai,N,novice1
個人資料,女兒,nǚér,N,novice1
個人資料,兒子,érzi,N,novice1
個人資料,大家,dàjiā,N,novice1
個人資料,路,lù,N,novice1
個人資料,手機,shŏujī,N,novice1
個人資料,明年,míngnián,N,novice1
個人資料,去年,qùnián,N,novice1
個人資料,生日,shēngrì,N,novice1
個人資料,月,yuè,N,novice1
個人資料,日,rì,N,novice1
個人資料,星期,xīngqí,N,novice1
個人資料,星期天/星期日,xīngqítiān/xīngqírì,N,novice1
個人資料,禮拜天,lĭbàitiān,N,novice1
個人資料,週末/周末,zhōumò,N,novice1
個人資料,號,hào,M,novice1
個人資料,天,tiān,N / M,novice1
個人資料,從,cóng,Prep,novice1
個人資料,在,zài,Prep / Vst,novice1
個人資料,愛,ài,Vst,novice1
個人資料,快樂,kuàilè,Vs,novice1
個人資料,太,tài,Adv,novice1
個人資料,公園,gōngyuán,N,novice1
個人資料,國家,guójiā,N,novice1
個人資料,分鐘,fēnzhōng,M,novice1
個人資料,家人,jiārén,N,novice1
個人資料,胖,pàng,Vs,novice1
個人資料,矮,ăi,Vs,novice1
個人資料,瘦,shòu,Vs,novice1
個人資料,萬,wàn,N,novice1
個人資料,鐘頭,zhōngtóu,N,novice1
個人資料,晚,wăn,N,novice1
個人資料,前天,qiántiān,N,novice1
個人資料,後天,hòutiān,N,novice1
個人資料,前年,qiánnián,N,novice1
個人資料,後年,hòunián,N,novice1
個人資料,自己,zìjĭ,N,novice1
個人資料,它,tā,N,novice1
個人資料,它們,tāmen,N,novice1
個人資料,最,zuì,Adv,novice1
個人資料,怕,pà,Vst,novice1
個人資料,美,měi,Vs,novice1
個人資料,應該/應,yīnggāi /yīng,Vaux,novice1
個人資料,真的,zhēnde,Adv,novice1
個人資料,非常,fēicháng,Adv,novice1
工作,工作,gōngzuò,N,novice1
工作,醫生/醫師,yīshēng/yīshī,N,novice1
教育,一點/一點兒/一點點,yīdiăn/yīdiănr/yīdiăndiăn,Det,novice1
教育,一些,yīxiē,Det,novice1
教育,本,běn,M,novice1
教育,張,zhāng,M,novice1
教育,英文,yīngwén,N,novice1
教育,紙,zhĭ,N,novice1
教育,問題,wèntí,N,novice1
教育,意思,yìsi,N,novice1
教育,餐廳/飯館,cāntīng/fànguăn,N,novice1
教育,畫/畫兒,huà/huàr,V / N,novice1
教育,讀,dú,V,novice1
教育,會,huì,Vaux,novice1
教育,為什麼,wèishénme,Vs,novice1
教育,下課,xiàkè,V-sep,novice1
教育,說話,shuōhuà,V-sep,novice1
教育,考試,kăoshì,V-sep / N,novice1
教育,懂,dŏng,Vst,novice1
教育,念/唸,niàn,V,novice1
教育,課,kè,N,novice1
教育,教,jiāo,V,novice1
教育,告訴,gàosù,V,novice1
教育,錯,cuò,Vp,novice1
教育,功課,gōngkè,N,novice1
教育,教室,jiàoshì,N,novice1
教育,句子,jùzi,N,novice1
教育,休息,xiūxí,Vi,novice1
房屋與家庭、環境,房(子),fáng(zi),N,novice1
房屋與家庭、環境,房間,fángjiān,N,novice1
房屋與家庭、環境,樓,lóu,M,novice1
房屋與家庭、環境,門,mén,N,novice1
房屋與家庭、環境,門口,ménkŏu,N,novice1
房屋與家庭、環境,桌(子),zhuō(zi),N,novice1
房屋與家庭、環境,椅(子),yĭ(zi),N,novice1
房屋與家庭、環境,床,chuáng,N,novice1
房屋與家庭、環境,開,kāi,V,novice1
房屋與家庭、環境,低,dī,Vs,novice1
房屋與家庭、環境,不錯,bùcuò,Vs,novice1
房屋與家庭、環境,天氣,tiānqì,N,novice1
房屋與家庭、環境,空氣,kōngqì,N,novice1
房屋與家庭、環境,冷,lěng,Vs,novice1
房屋與家庭、環境,熱,rè,Vs,novice1
房屋與家庭、環境,雨,yŭ,N,novice1
房屋與家庭、環境,下雨,xiàyŭ,V-sep,novice1
房屋與家庭、環境,風,fēng,N,novice1
房屋與家庭、環境,山,shān,N,novice1
房屋與家庭、環境,花/花兒,huā/huār,N,novice1
房屋與家庭、環境,枝,zhī,M,novice1
房屋與家庭、環境,魚,yú,N,novice1
房屋與家庭、環境,雞,jī,N,novice1
房屋與家庭、環境,牛,niú,N,novice1
房屋與家庭、環境,豬,zhū,N,novice1
日常生活,咖啡,kāfēi,N,novice1
日常生活,茶,chá,N,novice1
日常生活,用,yòng,V,novice1
日常生活,穿,chuān,V,novice1
日常生活,起床,qĭchuáng,Vp,novice1
日常生活,方便,fāngbiàn,Vs,novice1
日常生活,睡覺,shuìjiào,V-sep,novice1
日常生活,起來,qĭlái,Vp,novice1
閒暇時間、娛樂,先,xiān,Adv,novice1
閒暇時間、娛樂,常常/常,chángcháng/cháng,Adv,novice1
閒暇時間、娛樂,每,měi,Det,novice1
閒暇時間、娛樂,打,dă,V,novice1
閒暇時間、娛樂,玩,wán,V,novice1
閒暇時間、娛樂,運動,yùndòng,Vi / N,novice1
閒暇時間、娛樂,走路,zŏulù,V-sep,novice1
閒暇時間、娛樂,唱歌,chànggē,V-sep,novice1
閒暇時間、娛樂,跳,tiào,Vi,novice1
閒暇時間、娛樂,還,hái,Adv,novice1
閒暇時間、娛樂,唱,chàng,V,novice1
閒暇時間、娛樂,歌,gē,N,novice1
閒暇時間、娛樂,跳舞,tiàowŭ,V-sep,novice1
閒暇時間、娛樂,又,yòu,Adv,novice1
閒暇時間、娛樂,球,qiú,N,novice1
與他人的關係,介紹,jièshào,V,novice1
與他人的關係,沒關係(˙ㄒㄧ),méiguānxi,Vs,novice1
與他人的關係,事/事兒,shì/shìr,N,novice1
與他人的關係,怎麼,zěnme,Adv,novice1
旅行,哪,nă,Det,novice1
旅行,裡面/裏面,lĭmiàn,N,novice1
旅行,上(面),shàng(miàn),N,novice1
旅行,下(面),xià(miàn),N,novice1
旅行,外(面),wài(miàn),N,novice1
旅行,外頭(˙ㄊㄡ),wàitou,N,novice1
旅行,前(面),qián(miàn),N,novice1
旅行,後(面),hòu(miàn),N,novice1
旅行,左(邊),zuŏ(biān),N,novice1
旅行,右(邊),yòu(biān),N,novice1
旅行,旁(邊),páng(biān),N,novice1
旅行,裡/裏,lĭ,N,novice1
旅行,中,zhōng,N,novice1
旅行,地方,dìfāng,N,novice1
旅行,附近,fùjìn,N,novice1
旅行,帶,dài,V,novice1
旅行,拿,ná,V,novice1
旅行,站,zhàn,Vi,novice1
旅行,快,kuài,Vs,novice1
旅行,慢,màn,Vs,novice1
旅行,計程車,jìchéngchē,N,novice1
旅行,火車,huŏchē,N,novice1
旅行,飛機,fēijī,N,novice1
旅行,輛,liàng,M,novice1
旅行,出,chū,V,novice1
旅行,進,jìn,V,novice1
旅行,外國,wàiguó,N,novice1
健康及身體照護,手,shŏu,N,novice1
健康及身體照護,腳,jiăo,N,novice1
健康及身體照護,身體,shēntĭ,N,novice1
健康及身體照護,眼睛,yănjīng,N,novice1
健康及身體照護,鼻(子),bí(zi),N,novice1
健康及身體照護,藥,yào,N,novice1
健康及身體照護,累,lèi,Vs,novice1
健康及身體照護,頭,tóu,N,novice1
健康及身體照護,耳朵,ěrduo,N,novice1
健康及身體照護,感冒,gănmào,Vp,novice1
健康及身體照護,生病,shēngbìng,Vp-sep,novice1
健康及身體照護,餓,è,Vs,novice1
健康及身體照護,痛,tòng,Vs,novice1
健康及身體照護,嘴巴/嘴,zuĭba/zuĭ,N,novice1
健康及身體照護,病,bìng,N,novice1
健康及身體照護,看病,kànbìng,V-sep,novice1
購物,元,yuán,M,novice1
購物,鞋(子),xié(zi),N,novice1
購物,衣服/衣,yīfú/yī,N,novice1
購物,比,bĭ,Prep,novice1
購物,要,yào,V / Vaux,novice1
購物,長,cháng,Vs,novice1
購物,新,xīn,Vs,novice1
購物,一樣,yīyàng,Vs,novice1
購物,見,jiàn,Vpt,novice1
購物,看見,kànjiɑn,V,novice1
購物,聽見,tīngjiàn,Vpt,novice1
購物,店,diàn,N,novice1
購物,短,duăn,Vs,novice1
購物,飽,băo,Vs,novice1
購物,舊,jiù,Vs,novice1
購物,像,xiàng,Vst,novice1
購物,一共/共,yīgòng /gòng,Adv,novice1
飲食,夠,gòu,Vs-pred,novice1
飲食,筷(子),kuài(zi),N,novice1
飲食,件,jiàn,M,novice1
飲食,杯,bēi,M,novice1
飲食,杯(子),bēi(zi),N,novice1
飲食,菜,cài,N,novice1
飲食,肉,ròu,N,novice1
飲食,酒,jiŭ,N,novice1
飲食,喝,hē,V,novice1
