"id","word","written_freq","spoken_freq","zhuyin","pinyin","tags"
5659,"觸摸",10,7,"ㄔㄨˋ ㄇㄛ","chù mō","UC::TBCL-level-6, UC::TBCL-advanced"
5660,"出奇",9,2,"ㄔㄨ ㄑㄧˊ","chū qí","UC::TBCL-level-6, UC::TBCL-advanced"
5661,"出任",15,4,"ㄔㄨ ㄖㄣˋ","chū rèn","UC::TBCL-level-6, UC::TBCL-advanced"
5662,"出人頭地",5,2,"ㄔㄨ ㄖㄣˊ ㄊㄡˊ ㄉㄧˋ","chū rén tóu dì","UC::TBCL-level-6, UC::TBCL-advanced"
5663,"出入",14,4,"ㄔㄨ ㄖㄨˋ","chū rù","UC::TBCL-level-6, UC::TBCL-advanced"
5664,"出聲",13,1,"ㄔㄨ ㄕㄥ","chū shēng","UC::TBCL-level-6, UC::TBCL-advanced"
5665,"處世",10,2,"ㄔㄨˇ ㄕˋ","chǔ shì","UC::TBCL-level-6, UC::TBCL-advanced"
5666,"處事",7,6,"ㄔㄨˇ ㄕˋ","chǔ shì","UC::TBCL-level-6, UC::TBCL-advanced"
5667,"出世",8,3,"ㄔㄨ ㄕˋ","chū shì","UC::TBCL-level-6, UC::TBCL-advanced"
5668,"出事",11,4,"ㄔㄨ ㄕˋ","chū shì","UC::TBCL-level-6, UC::TBCL-advanced"
5669,"出售",12,3,"ㄔㄨ ㄕㄡˋ","chū shòu","UC::TBCL-level-6, UC::TBCL-advanced"
5670,"處死",15,1,"ㄔㄨˇ ㄙˇ","chǔ sǐ","UC::TBCL-level-6, UC::TBCL-advanced"
5671,"出頭",11,6,"ㄔㄨ ㄊㄡˊ","chū tóu","UC::TBCL-level-6, UC::TBCL-advanced"
5672,"出遊",7,3,"ㄔㄨ ㄧㄡˊ","chū yóu","UC::TBCL-level-6, UC::TBCL-advanced"
5673,"處於",51,23,"ㄔㄨˇ ㄩˊ","chǔ yú","UC::TBCL-level-6, UC::TBCL-advanced"
5674,"出於",37,5,"ㄔㄨ ㄩˊ","chū yú","UC::TBCL-level-6, UC::TBCL-advanced"
5675,"出獄",8,8,"ㄔㄨ ㄩˋ","chū yù","UC::TBCL-level-6, UC::TBCL-advanced"
5676,"出征",13,1,"ㄔㄨ ㄓㄥ","chū zhēng","UC::TBCL-level-6, UC::TBCL-advanced"
5677,"處置",14,3,"ㄔㄨˇ ㄓˋ","chǔ zhì","UC::TBCL-level-6, UC::TBCL-advanced"
5678,"出眾",8,1,"ㄔㄨ ㄓㄨㄥˋ","chū zhòng","UC::TBCL-level-6, UC::TBCL-advanced"
5679,"傳承",23,61,"ㄔㄨㄢˊ ㄔㄥˊ","chuán chéng","UC::TBCL-level-6, UC::TBCL-advanced"
5680,"傳導",11,10,"ㄔㄨㄢˊ ㄉㄠˇ","chuán dǎo","UC::TBCL-level-6, UC::TBCL-advanced"
5681,"傳遞",24,26,"ㄔㄨㄢˊ ㄉㄧˋ","chuán dì","UC::TBCL-level-6, UC::TBCL-advanced"
5682,"傳授",10,5,"ㄔㄨㄢˊ ㄕㄡˋ","chuán shòu","UC::TBCL-level-6, UC::TBCL-advanced"
5683,"穿透",9,8,"ㄔㄨㄢ ㄊㄡˋ","chuān tòu","UC::TBCL-level-6, UC::TBCL-advanced"
5684,"傳聞",10,2,"ㄔㄨㄢˊ ㄨㄣˊ","chuán wén","UC::TBCL-level-6, UC::TBCL-advanced"
5685,"喘息",8,4,"ㄔㄨㄢˇ ㄒㄧˊ","chuǎn xí","UC::TBCL-level-6, UC::TBCL-advanced"
5686,"傳言",9,2,"ㄔㄨㄢˊ ㄧㄢˊ","chuán yán","UC::TBCL-level-6, UC::TBCL-advanced"
5687,"瘡",8,11,"ㄔㄨㄤ","chuāng","UC::TBCL-level-6, UC::TBCL-advanced"
5688,"創建",8,3,"ㄔㄨㄤˋ ㄐㄧㄢˋ","chuàng jiàn","UC::TBCL-level-6, UC::TBCL-advanced"
5689,"窗簾",11,7,"ㄔㄨㄤ ㄌㄧㄢˊ","chuāng lián","UC::TBCL-level-6, UC::TBCL-advanced"
5690,"創傷",42,13,"ㄔㄨㄤ ㄕㄤ","chuāng shāng","UC::TBCL-level-6, UC::TBCL-advanced"
5691,"垂",13,4,"ㄔㄨㄟˊ","chuí","UC::TBCL-level-6, UC::TBCL-advanced"
5692,"捶",6,2,"ㄔㄨㄟˊ","chuí","UC::TBCL-level-6, UC::TBCL-advanced"
5693,"垂直",14,18,"ㄔㄨㄟˊ ㄓˊ","chuí zhí","UC::TBCL-level-6, UC::TBCL-advanced"
5694,"蠢",20,2,"ㄔㄨㄣˇ","chǔn","UC::TBCL-level-6, UC::TBCL-advanced"
5695,"純粹",31,13,"ㄔㄨㄣˊ ㄘㄨㄟˋ","chún cuì","UC::TBCL-level-6, UC::TBCL-advanced"
5696,"純潔",10,1,"ㄔㄨㄣˊ ㄐㄧㄝˊ","chún jié","UC::TBCL-level-6, UC::TBCL-advanced"
5697,"純淨",7,6,"ㄔㄨㄣˊ ㄐㄧㄥˋ","chún jìng","UC::TBCL-level-6, UC::TBCL-advanced"
5698,"純真",10,6,"ㄔㄨㄣˊ ㄓㄣ","chún zhēn","UC::TBCL-level-6, UC::TBCL-advanced"
5699,"戳",7,3,"ㄔㄨㄛ","chuō","UC::TBCL-level-6, UC::TBCL-advanced"
5700,"綽號",8,5,"ㄔㄨㄛˋ ㄏㄠˋ","chuò hào","UC::TBCL-level-6, UC::TBCL-advanced"
5701,"雌",12,20,"ㄘ","cī","UC::TBCL-level-6, UC::TBCL-advanced"
5702,"慈愛",7,3,"ㄘˊ ㄞˋ","cí ài","UC::TBCL-level-6, UC::TBCL-advanced"
5703,"慈悲",17,30,"ㄘˊ ㄅㄟ","cí bēi","UC::TBCL-level-6, UC::TBCL-advanced"
5704,"刺耳",7,1,"ㄘˋ ㄦˇ","cì ěr","UC::TBCL-level-6, UC::TBCL-advanced"
5705,"伺候",8,1,"ㄘˋ ㄏㄡˋ","cì hòu","UC::TBCL-level-6, UC::TBCL-advanced"
5706,"瓷器",7,10,"ㄘˊ ㄑㄧˋ","cí qì","UC::TBCL-level-6, UC::TBCL-advanced"
5707,"辭去",8,3,"ㄘˊ ㄑㄩˋ","cí qù","UC::TBCL-level-6, UC::TBCL-advanced"
5708,"次日",11,0,"ㄘˋ ㄖˋ","cì rì","UC::TBCL-level-6, UC::TBCL-advanced"
5709,"慈善",13,50,"ㄘˊ ㄕㄢˋ","cí shàn","UC::TBCL-level-6, UC::TBCL-advanced"
5710,"刺痛",6,2,"ㄘˋ ㄊㄨㄥˋ","cì tòng","UC::TBCL-level-6, UC::TBCL-advanced"
5711,"次序",9,4,"ㄘˋ ㄒㄩˋ","cì xù","UC::TBCL-level-6, UC::TBCL-advanced"
5712,"次要",8,2,"ㄘˋ ㄧㄠˋ","cì yào","UC::TBCL-level-6, UC::TBCL-advanced"
5713,"次於",7,4,"ㄘˋ ㄩˊ","cì yú","UC::TBCL-level-6, UC::TBCL-advanced"
5714,"叢",11,7,"ㄘㄨㄥˊ","cóng","UC::TBCL-level-6, UC::TBCL-advanced"
5715,"從而",36,1,"ㄘㄨㄥˊ ㄦˊ","cóng ér","UC::TBCL-level-6, UC::TBCL-advanced"
5716,"叢林",11,8,"ㄘㄨㄥˊ ㄌㄧㄣˊ","cóng lín","UC::TBCL-level-6, UC::TBCL-advanced"
5717,"從容",13,4,"ㄘㄨㄥ ㄖㄨㄥˊ","cōng róng","UC::TBCL-level-6, UC::TBCL-advanced"
5718,"叢書",30,1,"ㄘㄨㄥˊ ㄕㄨ","cóng shū","UC::TBCL-level-6, UC::TBCL-advanced"
5719,"湊",10,7,"ㄘㄡˋ","còu","UC::TBCL-level-6, UC::TBCL-advanced"
5720,"湊巧",6,1,"ㄘㄡˋ ㄑㄧㄠˇ","còu qiǎo","UC::TBCL-level-6, UC::TBCL-advanced"
5721,"粗暴",8,1,"ㄘㄨ ㄅㄠˋ","cū bào","UC::TBCL-level-6, UC::TBCL-advanced"
5722,"粗糙",14,8,"ㄘㄨ ㄘㄠ","cū cāo","UC::TBCL-level-6, UC::TBCL-advanced"
5723,"促成",17,11,"ㄘㄨˋ ㄔㄥˊ","cù chéng","UC::TBCL-level-6, UC::TBCL-advanced"
5724,"促進",41,24,"ㄘㄨˋ ㄐㄧㄣˋ","cù jìn","UC::TBCL-level-6, UC::TBCL-advanced"
5725,"粗魯",8,3,"ㄘㄨ ㄌㄨˇ","cū lǔ","UC::TBCL-level-6, UC::TBCL-advanced"
5726,"促銷",11,4,"ㄘㄨˋ ㄒㄧㄠ","cù xiāo","UC::TBCL-level-6, UC::TBCL-advanced"
5727,"脆",8,17,"ㄘㄨㄟˋ","cuì","UC::TBCL-level-6, UC::TBCL-advanced"
5728,"催促",12,3,"ㄘㄨㄟ ㄘㄨˋ","cuī cù","UC::TBCL-level-6, UC::TBCL-advanced"
5729,"摧毀",17,16,"ㄘㄨㄟ ㄏㄨㄟˇ","cuī huǐ","UC::TBCL-level-6, UC::TBCL-advanced"
5730,"催眠",8,3,"ㄘㄨㄟ ㄇㄧㄢˊ","cuī mián","UC::TBCL-level-6, UC::TBCL-advanced"
5731,"存活",12,13,"ㄘㄨㄣˊ ㄏㄨㄛˊ","cún huó","UC::TBCL-level-6, UC::TBCL-advanced"
5732,"存貨",5,1,"ㄘㄨㄣˊ ㄏㄨㄛˋ","cún huò","UC::TBCL-level-6, UC::TBCL-advanced"
5733,"村落",13,23,"ㄘㄨㄣ ㄌㄨㄛˋ","cūn luò","UC::TBCL-level-6, UC::TBCL-advanced"
5734,"村民",13,37,"ㄘㄨㄣ ㄇㄧㄣˊ","cūn mín","UC::TBCL-level-6, UC::TBCL-advanced"
5735,"存心",6,0,"ㄘㄨㄣˊ ㄒㄧㄣ","cún xīn","UC::TBCL-level-6, UC::TBCL-advanced"
5736,"存有",11,2,"ㄘㄨㄣˊㄧㄡˇ","cún yǒu","UC::TBCL-level-6, UC::TBCL-advanced"
5737,"村莊",16,34,"ㄘㄨㄣ ㄓㄨㄤ","cūn zhuāng","UC::TBCL-level-6, UC::TBCL-advanced"
5738,"搓",9,19,"ㄘㄨㄛ","cuō","UC::TBCL-level-6, UC::TBCL-advanced"
5739,"挫敗",14,3,"ㄘㄨㄛˋ ㄅㄞˋ","cuò bài","UC::TBCL-level-6, UC::TBCL-advanced"
5740,"錯覺",9,1,"ㄘㄨㄛˋ ㄐㄩㄝˊ","cuò jué","UC::TBCL-level-6, UC::TBCL-advanced"
5741,"錯亂",7,1,"ㄘㄨㄛˋ ㄌㄨㄢˋ","cuò luàn","UC::TBCL-level-6, UC::TBCL-advanced"
5742,"措施",39,51,"ㄘㄨㄛˋ ㄕ","cuò shī","UC::TBCL-level-6, UC::TBCL-advanced"
5743,"錯失",8,2,"ㄘㄨㄛˋ ㄕ","cuò shī","UC::TBCL-level-6, UC::TBCL-advanced"
5744,"大敗",10,1,"ㄉㄚˋ ㄅㄞˋ","dà bài","UC::TBCL-level-6, UC::TBCL-advanced"
5745,"大不了",7,3,"ㄉㄚˋ ㄅㄨˋ ㄌㄧㄠˇ","dà bù liǎo","UC::TBCL-level-6, UC::TBCL-advanced"
5746,"達成",68,41,"ㄉㄚˊ ㄔㄥˊ","dá chéng","UC::TBCL-level-6, UC::TBCL-advanced"
5747,"大吃一驚",16,2,"ㄉㄚˋ ㄔ ㄧˋ ㄐㄧㄥ","dà chī yì jīng","UC::TBCL-level-6, UC::TBCL-advanced"
5748,"打從",16,6,"ㄉㄚˇ ㄘㄨㄥˊ","dǎ cóng","UC::TBCL-level-6, UC::TBCL-advanced"
5749,"大錯特錯",4,0,"ㄉㄚˋ ㄘㄨㄛˋ ㄊㄜˋ ㄘㄨㄛˋ","dà cuò tè cuò","UC::TBCL-level-6, UC::TBCL-advanced"
5750,"大大小小",10,16,"ㄉㄚˋ ㄉㄚˋ ㄒㄧㄠˇ ㄒㄧㄠˇ","dà dà xiǎo xiǎo","UC::TBCL-level-6, UC::TBCL-advanced"
5751,"搭檔",6,2,"ㄉㄚ ㄉㄤˇ","dā dǎng","UC::TBCL-level-6, UC::TBCL-advanced"
5752,"大抵",8,1,"ㄉㄚˋ ㄉㄧˇ","dà dǐ","UC::TBCL-level-6, UC::TBCL-advanced"
5753,"打鬥",5,1,"ㄉㄚˇ ㄉㄡˋ","dǎ dòu","UC::TBCL-level-6, UC::TBCL-advanced"
5754,"打發",12,3,"ㄉㄚˇ ㄈㄚ","dǎ fā","UC::TBCL-level-6, UC::TBCL-advanced"
5755,"答覆",12,2,"ㄉㄚˊ ㄈㄨˋ","dá fù","UC::TBCL-level-6, UC::TBCL-advanced"
5756,"大幅",25,25,"ㄉㄚˋ ㄈㄨˊ","dà fú","UC::TBCL-level-6, UC::TBCL-advanced"
5757,"大綱",6,3,"ㄉㄚˋ ㄍㄤ","dà gāng","UC::TBCL-level-6, UC::TBCL-advanced"
5758,"大漢",8,1,"ㄉㄚˋ ㄏㄢˋ","dà hàn","UC::TBCL-level-6, UC::TBCL-advanced"
5759,"大戶",5,1,"ㄉㄚˋ ㄏㄨˋ","dà hù","UC::TBCL-level-6, UC::TBCL-advanced"
5760,"大夥",9,2,"ㄉㄚˋ ㄏㄨㄛˇ","dà huǒ","UC::TBCL-level-6, UC::TBCL-advanced"
5761,"大夥兒",12,3,"ㄉㄚˋ ㄏㄨㄛˇㄦ","dà huǒr","UC::TBCL-level-6, UC::TBCL-advanced"
5762,"打交道",10,3,"ㄉㄚˇ ㄐㄧㄠ ㄉㄠˋ","dǎ jiāo dào","UC::TBCL-level-6, UC::TBCL-advanced"
5763,"大驚小怪",6,2,"ㄉㄚˋ ㄐㄧㄥ ㄒㄧㄠˇ ㄍㄨㄞˋ","dà jīng xiǎo guài","UC::TBCL-level-6, UC::TBCL-advanced"
5764,"大局",8,3,"ㄉㄚˋ ㄐㄩˊ","dà jú","UC::TBCL-level-6, UC::TBCL-advanced"
5765,"大舉",8,5,"ㄉㄚˋ ㄐㄩˇ","dà jǔ","UC::TBCL-level-6, UC::TBCL-advanced"
5766,"大開眼界",3,3,"ㄉㄚˋ ㄎㄞ ㄧㄢˇ ㄐㄧㄝˋ","dà kāi yǎn jiè","UC::TBCL-level-6, UC::TBCL-advanced"
5767,"大力",18,17,"ㄉㄚˋ ㄌㄧˋ","dà lì","UC::TBCL-level-6, UC::TBCL-advanced"
5768,"打量",19,1,"ㄉㄚˇ ㄌㄧㄤˋ","dǎ liàng","UC::TBCL-level-6, UC::TBCL-advanced"
5769,"大略",7,2,"ㄉㄚˋ ㄌㄩㄝˋ","dà lüè","UC::TBCL-level-6, UC::TBCL-advanced"
5770,"大氣",12,37,"ㄉㄚˋ ㄑㄧˋ","dà qì","UC::TBCL-level-6, UC::TBCL-advanced"
5771,"大權",16,3,"ㄉㄚˋ ㄑㄩㄢˊ","dà quán","UC::TBCL-level-6, UC::TBCL-advanced"
5772,"打擾",16,9,"ㄉㄚˇ ㄖㄠˇ","dǎ rǎo","UC::TBCL-level-6, UC::TBCL-advanced"
5773,"搭訕",3,1,"ㄉㄚ ㄕㄢˋ","dā shàn","UC::TBCL-level-6, UC::TBCL-advanced"
5774,"大勢",7,1,"ㄉㄚˋ ㄕˋ","dà shì","UC::TBCL-level-6, UC::TBCL-advanced"
5775,"大使",10,11,"ㄉㄚˋ ㄕˇ","dà shǐ","UC::TBCL-level-6, UC::TBCL-advanced"
5776,"大體",12,28,"ㄉㄚˋ ㄊㄧˇ","dà tǐ","UC::TBCL-level-6, UC::TBCL-advanced"
5777,"大同小異",4,1,"ㄉㄚˋ ㄊㄨㄥˊ ㄒㄧㄠˇ ㄧˋ","dà tóng xiǎo yì","UC::TBCL-level-6, UC::TBCL-advanced"
5778,"大為",24,5,"ㄉㄚˋ ㄨㄟˊ","dà wéi","UC::TBCL-level-6, UC::TBCL-advanced"
5779,"大喜",12,1,"ㄉㄚˋ ㄒㄧˇ","dà xǐ","UC::TBCL-level-6, UC::TBCL-advanced"
5780,"大廈",12,2,"ㄉㄚˋ ㄒㄧㄚˋ","dà xià","UC::TBCL-level-6, UC::TBCL-advanced"
5781,"打烊",3,3,"ㄉㄚˇ ㄧㄤˊ","dǎ yáng","UC::TBCL-level-6, UC::TBCL-advanced"
5782,"大意",11,4,"ㄉㄚˋ ㄧˋ","dà yì","UC::TBCL-level-6, UC::TBCL-advanced"
5783,"打造",19,32,"ㄉㄚˇ ㄗㄠˋ","dǎ zào","UC::TBCL-level-6, UC::TBCL-advanced"
5784,"打針",4,10,"ㄉㄚˇ ㄓㄣ","dǎ zhēn","UC::TBCL-level-6, UC::TBCL-advanced"
5785,"打轉",9,2,"ㄉㄚˇ ㄓㄨㄢˋ","dǎ zhuàn","UC::TBCL-level-6, UC::TBCL-advanced"
5786,"大作",13,4,"ㄉㄚˋ ㄗㄨㄛˋ","dà zuò","UC::TBCL-level-6, UC::TBCL-advanced"
5787,"帶兵",9,1,"ㄉㄞˋ ㄅㄧㄥ","dài bīng","UC::TBCL-level-6, UC::TBCL-advanced"
5788,"帶動",15,51,"ㄉㄞˋ ㄉㄨㄥˋ","dài dòng","UC::TBCL-level-6, UC::TBCL-advanced"
5789,"殆盡",9,6,"ㄉㄞˋ ㄐㄧㄣˋ","dài jìn","UC::TBCL-level-6, UC::TBCL-advanced"
5790,"帶頭",9,7,"ㄉㄞˋ ㄊㄡˊ","dài tóu","UC::TBCL-level-6, UC::TBCL-advanced"
5791,"歹徒",5,4,"ㄉㄞˇ ㄊㄨˊ","dǎi tú","UC::TBCL-level-6, UC::TBCL-advanced"
5792,"擔1",14,4,"ㄉㄢˋ","dàn","UC::TBCL-level-6, UC::TBCL-advanced"
5793,"擔2",14,4,"ㄉㄢ","dān","UC::TBCL-level-6, UC::TBCL-advanced"
5794,"蛋白質",40,37,"ㄉㄢˋ ㄅㄞˊ ㄓˊ","dàn bái zhí","UC::TBCL-level-6, UC::TBCL-advanced"
5795,"單單",8,7,"ㄉㄢ ㄉㄢ","dān dān","UC::TBCL-level-6, UC::TBCL-advanced"
5796,"擔當",11,2,"ㄉㄢ ㄉㄤ","dān dāng","UC::TBCL-level-6, UC::TBCL-advanced"
5797,"單調",11,5,"ㄉㄢ ㄉㄧㄠˋ","dān diào","UC::TBCL-level-6, UC::TBCL-advanced"
5798,"耽擱",5,3,"ㄉㄢ ㄍㄜ","dān gē","UC::TBCL-level-6, UC::TBCL-advanced"
5799,"膽固醇",9,11,"ㄉㄢˇ ㄍㄨˋ ㄔㄨㄣˊ","dǎn gù chún","UC::TBCL-level-6, UC::TBCL-advanced"
5800,"膽量",5,3,"ㄉㄢˇ ㄌㄧㄤˋ","dǎn liàng","UC::TBCL-level-6, UC::TBCL-advanced"
5801,"膽怯",7,0,"ㄉㄢˇ ㄑㄩㄝˋ","dǎn què","UC::TBCL-level-6, UC::TBCL-advanced"
5802,"單行道",1,1,"ㄉㄢ ㄒㄧㄥˊ ㄉㄠˋ","dān xíng dào","UC::TBCL-level-6, UC::TBCL-advanced"
5803,"單元",12,31,"ㄉㄢ ㄩㄢˊ","dān yuán","UC::TBCL-level-6, UC::TBCL-advanced"
5804,"擔子",5,2,"ㄉㄢˋ ˙ㄗ","dàn zi","UC::TBCL-level-6, UC::TBCL-advanced"
5805,"檔",8,4,"ㄉㄤˇ","dǎng","UC::TBCL-level-6, UC::TBCL-advanced"
5806,"當家",8,3,"ㄉㄤ ㄐㄧㄚ","dāng jiā","UC::TBCL-level-6, UC::TBCL-advanced"
5807,"黨派",4,4,"ㄉㄤˇ ㄆㄞˋ","dǎng pài","UC::TBCL-level-6, UC::TBCL-advanced"
5808,"當前",16,7,"ㄉㄤ ㄑㄧㄢˊ","dāng qián","UC::TBCL-level-6, UC::TBCL-advanced"
5809,"當下",53,64,"ㄉㄤ ㄒㄧㄚˋ","dāng xià","UC::TBCL-level-6, UC::TBCL-advanced"
5810,"當真",10,0,"ㄉㄤˋ ㄓㄣ","dàng zhēn","UC::TBCL-level-6, UC::TBCL-advanced"
5811,"當眾",7,1,"ㄉㄤ ㄓㄨㄥˋ","dāng zhòng","UC::TBCL-level-6, UC::TBCL-advanced"
5812,"盜",8,9,"ㄉㄠˋ","dào","UC::TBCL-level-6, UC::TBCL-advanced"
5813,"倒閉",6,4,"ㄉㄠˇ ㄅㄧˋ","dǎo bì","UC::TBCL-level-6, UC::TBCL-advanced"
5814,"道別",11,2,"ㄉㄠˋ ㄅㄧㄝˊ","dào bié","UC::TBCL-level-6, UC::TBCL-advanced"
5815,"搗蛋",5,4,"ㄉㄠˇ ㄉㄢˋ","dǎo dàn","UC::TBCL-level-6, UC::TBCL-advanced"
5816,"道家",8,1,"ㄉㄠˋ ㄐㄧㄚ","dào jiā","UC::TBCL-level-6, UC::TBCL-advanced"
5817,"道具",8,13,"ㄉㄠˋ ㄐㄩˋ","dào jù","UC::TBCL-level-6, UC::TBCL-advanced"
5818,"刀刃",2,1,"ㄉㄠ ㄖㄣˋ","dāo rèn","UC::TBCL-level-6, UC::TBCL-advanced"
5819,"導入",5,4,"ㄉㄠˇㄖㄨˋ","dǎo rù","UC::TBCL-level-6, UC::TBCL-advanced"
5820,"道士",13,2,"ㄉㄠˋ ㄕˋ","dào shì","UC::TBCL-level-6, UC::TBCL-advanced"
5821,"導師",15,10,"ㄉㄠˇ ㄕ","dǎo shī","UC::TBCL-level-6, UC::TBCL-advanced"
5822,"到手",8,3,"ㄉㄠˋ ㄕㄡˇ","dào shǒu","UC::TBCL-level-6, UC::TBCL-advanced"
5823,"倒塌",5,21,"ㄉㄠˇ ㄊㄚ","dǎo tā","UC::TBCL-level-6, UC::TBCL-advanced"
5824,"到頭來",9,2,"ㄉㄠˋ ㄊㄡˊ ㄌㄞˊ","dào tóu lái","UC::TBCL-level-6, UC::TBCL-advanced"
5825,"導向",16,4,"ㄉㄠˇ ㄒㄧㄤˋ","dǎo xiàng","UC::TBCL-level-6, UC::TBCL-advanced"
5826,"導引",10,4,"ㄉㄠˇ ㄧㄣˇ","dǎo yǐn","UC::TBCL-level-6, UC::TBCL-advanced"
5827,"島嶼",10,35,"ㄉㄠˇ ㄩˇ","dǎo yǔ","UC::TBCL-level-6, UC::TBCL-advanced"
5828,"導致",118,87,"ㄉㄠˇ ㄓˋ","dǎo zhì","UC::TBCL-level-6, UC::TBCL-advanced"
5829,"得力",5,5,"ㄉㄜˊ ㄌㄧˋ","dé lì","UC::TBCL-level-6, UC::TBCL-advanced"
5830,"得失",9,3,"ㄉㄜˊ ㄕ","dé shī","UC::TBCL-level-6, UC::TBCL-advanced"
5831,"得體",7,1,"ㄉㄜˊ ㄊㄧˇ","dé tǐ","UC::TBCL-level-6, UC::TBCL-advanced"
5832,"得以",65,32,"ㄉㄜˊ ㄧˇ","dé yǐ","UC::TBCL-level-6, UC::TBCL-advanced"
5833,"得主",11,10,"ㄉㄜˊ ㄓㄨˇ","dé zhǔ","UC::TBCL-level-6, UC::TBCL-advanced"
5834,"得罪",15,2,"ㄉㄜˊ ㄗㄨㄟˋ","dé zuì","UC::TBCL-level-6, UC::TBCL-advanced"
5835,"登場",9,8,"ㄉㄥ ㄔㄤˊ","dēng cháng","UC::TBCL-level-6, UC::TBCL-advanced"
5836,"等級",13,17,"ㄉㄥˇ ㄐㄧˊ","děng jí","UC::TBCL-level-6, UC::TBCL-advanced"
5837,"燈籠",10,15,"ㄉㄥ ㄌㄨㄥˊ","dēng lóng","UC::TBCL-level-6, UC::TBCL-advanced"
5838,"登陸",11,10,"ㄉㄥ ㄌㄨˋ","dēng lù","UC::TBCL-level-6, UC::TBCL-advanced"
5839,"等同",9,6,"ㄉㄥˇ ㄊㄨㄥˊ","děng tóng","UC::TBCL-level-6, UC::TBCL-advanced"
5840,"凳子/凳",11,3,"ㄉㄥˋ ˙ㄗ/ㄉㄥˋ","dèng zi/dèng","UC::TBCL-level-6, UC::TBCL-advanced"
5841,"抵",18,5,"ㄉㄧˇ","dǐ","UC::TBCL-level-6, UC::TBCL-advanced"
5842,"地步",31,7,"ㄉㄧˋ ㄅㄨˋ","dì bù","UC::TBCL-level-6, UC::TBCL-advanced"
5843,"低潮",5,13,"ㄉㄧ ㄔㄠˊ","dī cháo","UC::TBCL-level-6, UC::TBCL-advanced"
5844,"低沉",11,1,"ㄉㄧ ㄔㄣˊ","dī chén","UC::TBCL-level-6, UC::TBCL-advanced"
5845,"抵達",56,29,"ㄉㄧˇ ㄉㄚˊ","dǐ dá","UC::TBCL-level-6, UC::TBCL-advanced"
5846,"抵擋",9,6,"ㄉㄧˇ ㄉㄤˇ","dǐ dǎng","UC::TBCL-level-6, UC::TBCL-advanced"
5847,"低調",7,7,"ㄉㄧ ㄉㄧㄠˋ","dī diào","UC::TBCL-level-6, UC::TBCL-advanced"
5848,"敵對",9,8,"ㄉㄧˊ ㄉㄨㄟˋ","dí duì","UC::TBCL-level-6, UC::TBCL-advanced"
5849,"嘀咕",5,1,"ㄉㄧˊ ˙ㄍㄨ","dí gu","UC::TBCL-level-6, UC::TBCL-advanced"
5850,"低估",9,3,"ㄉㄧ ㄍㄨ","dī gū","UC::TBCL-level-6, UC::TBCL-advanced"
5851,"帝國",120,22,"ㄉㄧˋ ㄍㄨㄛˊ","dì guó","UC::TBCL-level-6, UC::TBCL-advanced"
5852,"敵軍",15,2,"ㄉㄧˊ ㄐㄩㄣ","dí jūn","UC::TBCL-level-6, UC::TBCL-advanced"
5853,"地利",5,4,"ㄉㄧˋ ㄌㄧˋ","dì lì","UC::TBCL-level-6, UC::TBCL-advanced"
5854,"低廉",6,4,"ㄉㄧ ㄌㄧㄢˊ","dī lián","UC::TBCL-level-6, UC::TBCL-advanced"
5855,"地盤",13,4,"ㄉㄧˋ ㄆㄢˊ","dì pán","UC::TBCL-level-6, UC::TBCL-advanced"
5856,"地平線",8,1,"ㄉㄧˋ ㄆㄧㄥˊ ㄒㄧㄢˋ","dì píng xiàn","UC::TBCL-level-6, UC::TBCL-advanced"
5857,"地勢",5,12,"ㄉㄧˋ ㄕˋ","dì shì","UC::TBCL-level-6, UC::TBCL-advanced"
5858,"地毯",14,6,"ㄉㄧˋ ㄊㄢˇ","dì tǎn","UC::TBCL-level-6, UC::TBCL-advanced"
5859,"低下",13,2,"ㄉㄧ ㄒㄧㄚˋ","dī xià","UC::TBCL-level-6, UC::TBCL-advanced"
5860,"弟兄",23,8,"ㄉㄧˋ ㄒㄩㄥ","dì xiōng","UC::TBCL-level-6, UC::TBCL-advanced"
5861,"地域",10,4,"ㄉㄧˋ ㄩˋ","dì yù","UC::TBCL-level-6, UC::TBCL-advanced"
5862,"地獄",23,11,"ㄉㄧˋ ㄩˋ","dì yù","UC::TBCL-level-6, UC::TBCL-advanced"
5863,"抵制",7,4,"ㄉㄧˇ ㄓˋ","dǐ zhì","UC::TBCL-level-6, UC::TBCL-advanced"
5864,"地主",20,11,"ㄉㄧˋ ㄓㄨˇ","dì zhǔ","UC::TBCL-level-6, UC::TBCL-advanced"
5865,"電報",17,9,"ㄉㄧㄢˋ ㄅㄠˋ","diàn bào","UC::TBCL-level-6, UC::TBCL-advanced"
5866,"顛倒",10,5,"ㄉㄧㄢ ㄉㄠˇ","diān dǎo","UC::TBCL-level-6, UC::TBCL-advanced"
5867,"點滴",6,14,"ㄉㄧㄢˇ ㄉㄧ","diǎn dī","UC::TBCL-level-6, UC::TBCL-advanced"
5868,"奠定",13,6,"ㄉㄧㄢˋ ㄉㄧㄥˋ","diàn dìng","UC::TBCL-level-6, UC::TBCL-advanced"
5869,"巔峰",6,5,"ㄉㄧㄢ ㄈㄥ","diān fēng","UC::TBCL-level-6, UC::TBCL-advanced"
5870,"顛覆",13,6,"ㄉㄧㄢ ㄈㄨˋ","diān fù","UC::TBCL-level-6, UC::TBCL-advanced"
