"id","word","written_freq","spoken_freq","zhuyin","pinyin","tags"
5871,"店家",13,9,"ㄉㄧㄢˋ ㄐㄧㄚ","diàn jiā","UC::TBCL-level-6, UC::TBCL-advanced"
5872,"店面",12,6,"ㄉㄧㄢˋ ㄇㄧㄢˋ","diàn miàn","UC::TBCL-level-6, UC::TBCL-advanced"
5873,"點燃",15,11,"ㄉㄧㄢˇ ㄖㄢˊ","diǎn rán","UC::TBCL-level-6, UC::TBCL-advanced"
5874,"電台/電臺",14,11,"ㄉㄧㄢˋ ㄊㄞˊ","diàn tái","UC::TBCL-level-6, UC::TBCL-advanced"
5875,"殿堂",7,5,"ㄉㄧㄢˋ ㄊㄤˊ","diàn táng","UC::TBCL-level-6, UC::TBCL-advanced"
5876,"點綴",5,3,"ㄉㄧㄢˇ ㄓㄨㄟˋ","diǎn zhuì","UC::TBCL-level-6, UC::TBCL-advanced"
5877,"吊",15,14,"ㄉㄧㄠˋ","diào","UC::TBCL-level-6, UC::TBCL-advanced"
5878,"雕",8,5,"ㄉㄧㄠ","diāo","UC::TBCL-level-6, UC::TBCL-advanced"
5879,"雕刻",9,8,"ㄉㄧㄠ ㄎㄜˋ","diāo kè","UC::TBCL-level-6, UC::TBCL-advanced"
5880,"雕塑",7,6,"ㄉㄧㄠ ㄙㄨˋ","diāo sù","UC::TBCL-level-6, UC::TBCL-advanced"
5881,"雕像",12,5,"ㄉㄧㄠ ㄒㄧㄤˋ","diāo xiàng","UC::TBCL-level-6, UC::TBCL-advanced"
5882,"疊",16,13,"ㄉㄧㄝˊ","dié","UC::TBCL-level-6, UC::TBCL-advanced"
5883,"釘2",12,14,"ㄉㄧㄥˋ","dìng","UC::TBCL-level-6, UC::TBCL-advanced"
5884,"丁",11,50,"ㄉㄧㄥ","dīng","UC::TBCL-level-6, UC::TBCL-advanced"
5885,"釘1",12,14,"ㄉㄧㄥ","dīng","UC::TBCL-level-6, UC::TBCL-advanced"
5886,"頂點",5,2,"ㄉㄧㄥˇ ㄉㄧㄢˇ","dǐng diǎn","UC::TBCL-level-6, UC::TBCL-advanced"
5887,"訂定",10,6,"ㄉㄧㄥˋ ㄉㄧㄥˋ","dìng dìng","UC::TBCL-level-6, UC::TBCL-advanced"
5888,"頂端",12,10,"ㄉㄧㄥˇ ㄉㄨㄢ","dǐng duān","UC::TBCL-level-6, UC::TBCL-advanced"
5889,"頂尖",15,3,"ㄉㄧㄥˇ ㄐㄧㄢ","dǐng jiān","UC::TBCL-level-6, UC::TBCL-advanced"
5890,"定居",12,14,"ㄉㄧㄥˋ ㄐㄩ","dìng jū","UC::TBCL-level-6, UC::TBCL-advanced"
5891,"定律",18,4,"ㄉㄧㄥˋ ㄌㄩˋ","dìng lǜ","UC::TBCL-level-6, UC::TBCL-advanced"
5892,"叮嚀",9,12,"ㄉㄧㄥ ㄋㄧㄥˊ","dīng níng","UC::TBCL-level-6, UC::TBCL-advanced"
5893,"定位",27,25,"ㄉㄧㄥˋ ㄨㄟˋ","dìng wèi","UC::TBCL-level-6, UC::TBCL-advanced"
5894,"定型",5,4,"ㄉㄧㄥˋ ㄒㄧㄥˊ","dìng xíng","UC::TBCL-level-6, UC::TBCL-advanced"
5895,"釘子",7,4,"ㄉㄧㄥ ˙ㄗ","dīng zi","UC::TBCL-level-6, UC::TBCL-advanced"
5896,"丟棄",9,17,"ㄉㄧㄡ ㄑㄧˋ","diū qì","UC::TBCL-level-6, UC::TBCL-advanced"
5897,"丟人",3,0,"ㄉㄧㄡ ㄖㄣˊ","diū rén","UC::TBCL-level-6, UC::TBCL-advanced"
5898,"動盪",8,25,"ㄉㄨㄥˋ ㄉㄤˋ","dòng dàng","UC::TBCL-level-6, UC::TBCL-advanced"
5899,"動靜",16,3,"ㄉㄨㄥˋ ㄐㄧㄥˋ","dòng jìng","UC::TBCL-level-6, UC::TBCL-advanced"
5900,"動亂",8,18,"ㄉㄨㄥˋ ㄌㄨㄢˋ","dòng luàn","UC::TBCL-level-6, UC::TBCL-advanced"
5901,"董事",15,3,"ㄉㄨㄥˇ ㄕˋ","dǒng shì","UC::TBCL-level-6, UC::TBCL-advanced"
5902,"動態",16,12,"ㄉㄨㄥˋ ㄊㄞˋ","dòng tài","UC::TBCL-level-6, UC::TBCL-advanced"
5903,"動彈",5,1,"ㄉㄨㄥˋ ㄊㄢˊ","dòng tán","UC::TBCL-level-6, UC::TBCL-advanced"
5904,"動線",2,4,"ㄉㄨㄥˋ ㄒㄧㄢˋ","dòng xiàn","UC::TBCL-level-6, UC::TBCL-advanced"
5905,"動向",6,1,"ㄉㄨㄥˋ ㄒㄧㄤˋ","dòng xiàng","UC::TBCL-level-6, UC::TBCL-advanced"
5906,"洞穴",10,4,"ㄉㄨㄥˋ ㄒㄩㄝˋ","dòng xuè","UC::TBCL-level-6, UC::TBCL-advanced"
5907,"動搖",15,4,"ㄉㄨㄥˋ ㄧㄠˊ","dòng yáo","UC::TBCL-level-6, UC::TBCL-advanced"
5908,"動用",10,8,"ㄉㄨㄥˋ ㄩㄥˋ","dòng yòng","UC::TBCL-level-6, UC::TBCL-advanced"
5909,"動員",16,12,"ㄉㄨㄥˋ ㄩㄢˊ","dòng yuán","UC::TBCL-level-6, UC::TBCL-advanced"
5910,"東張西望",3,2,"ㄉㄨㄥ ㄓㄤ ㄒㄧ ㄨㄤˋ","dōng zhāng xī wàng","UC::TBCL-level-6, UC::TBCL-advanced"
5911,"逗",14,6,"ㄉㄡˋ","dòu","UC::TBCL-level-6, UC::TBCL-advanced"
5912,"抖",13,5,"ㄉㄡˇ","dǒu","UC::TBCL-level-6, UC::TBCL-advanced"
5913,"陡",7,7,"ㄉㄡˇ","dǒu","UC::TBCL-level-6, UC::TBCL-advanced"
5914,"鬥爭",38,6,"ㄉㄡˋ ㄓㄥ","dòu zhēng","UC::TBCL-level-6, UC::TBCL-advanced"
5915,"渡",13,7,"ㄉㄨˋ","dù","UC::TBCL-level-6, UC::TBCL-advanced"
5916,"堵",10,6,"ㄉㄨˇ","dǔ","UC::TBCL-level-6, UC::TBCL-advanced"
5917,"獨裁",12,18,"ㄉㄨˊ ㄘㄞˊ","dú cái","UC::TBCL-level-6, UC::TBCL-advanced"
5918,"獨處",16,3,"ㄉㄨˊ ㄔㄨˇ","dú chǔ","UC::TBCL-level-6, UC::TBCL-advanced"
5919,"獨到",5,3,"ㄉㄨˊ ㄉㄠˋ","dú dào","UC::TBCL-level-6, UC::TBCL-advanced"
5920,"獨家",4,3,"ㄉㄨˊ ㄐㄧㄚ","dú jiā","UC::TBCL-level-6, UC::TBCL-advanced"
5921,"肚皮",7,2,"ㄉㄨˋ ㄆㄧˊ","dù pí","UC::TBCL-level-6, UC::TBCL-advanced"
5922,"毒手",5,1,"ㄉㄨˊ ㄕㄡˇ","dú shǒu","UC::TBCL-level-6, UC::TBCL-advanced"
5923,"毒素",9,13,"ㄉㄨˊ ㄙㄨˋ","dú sù","UC::TBCL-level-6, UC::TBCL-advanced"
5924,"獨一無二",11,10,"ㄉㄨˊ ㄧ ㄨˊ ㄦˋ","dú yī wú èr","UC::TBCL-level-6, UC::TBCL-advanced"
5925,"賭注",6,2,"ㄉㄨˇ ㄓㄨˋ","dǔ zhù","UC::TBCL-level-6, UC::TBCL-advanced"
5926,"斷定",9,4,"ㄉㄨㄢˋ ㄉㄧㄥˋ","duàn dìng","UC::TBCL-level-6, UC::TBCL-advanced"
5927,"斷斷續續",6,2,"ㄉㄨㄢˋ ㄉㄨㄢˋ ㄒㄩˋ ㄒㄩˋ","duàn duàn xù xù","UC::TBCL-level-6, UC::TBCL-advanced"
5928,"斷絕",11,2,"ㄉㄨㄢˋ ㄐㄩㄝˊ","duàn jué","UC::TBCL-level-6, UC::TBCL-advanced"
5929,"鍛鍊",16,11,"ㄉㄨㄢˋ ㄌㄧㄢˋ","duàn liàn","UC::TBCL-level-6, UC::TBCL-advanced"
5930,"斷裂",8,10,"ㄉㄨㄢˋ ㄌㄧㄝˋ","duàn liè","UC::TBCL-level-6, UC::TBCL-advanced"
5931,"短缺",6,13,"ㄉㄨㄢˇ ㄑㄩㄝ","duǎn quē","UC::TBCL-level-6, UC::TBCL-advanced"
5932,"斷然",8,2,"ㄉㄨㄢˋ ㄖㄢˊ","duàn rán","UC::TBCL-level-6, UC::TBCL-advanced"
5933,"短線",1,0,"ㄉㄨㄢˇ ㄒㄧㄢˋ","duǎn xiàn","UC::TBCL-level-6, UC::TBCL-advanced"
5934,"對岸",10,7,"ㄉㄨㄟˋ ㄢˋ","duì àn","UC::TBCL-level-6, UC::TBCL-advanced"
5935,"對白",8,1,"ㄉㄨㄟˋ ㄅㄞˊ","duì bái","UC::TBCL-level-6, UC::TBCL-advanced"
5936,"對策",13,7,"ㄉㄨㄟˋ ㄘㄜˋ","duì cè","UC::TBCL-level-6, UC::TBCL-advanced"
5937,"對稱",14,6,"ㄉㄨㄟˋ ㄔㄥˋ","duì chèng","UC::TBCL-level-6, UC::TBCL-advanced"
5938,"堆積",8,22,"ㄉㄨㄟ ㄐㄧ","duī jī","UC::TBCL-level-6, UC::TBCL-advanced"
5939,"堆積如山",5,2,"ㄉㄨㄟ ㄐㄧ ㄖㄨˊ ㄕㄢ","duī jī rú shān","UC::TBCL-level-6, UC::TBCL-advanced"
5940,"對決",4,1,"ㄉㄨㄟˋ ㄐㄩㄝˊ","duì jué","UC::TBCL-level-6, UC::TBCL-advanced"
5941,"對應",24,7,"ㄉㄨㄟˋ ㄧㄥˋ","duì yìng","UC::TBCL-level-6, UC::TBCL-advanced"
5942,"對照",15,13,"ㄉㄨㄟˋ ㄓㄠˋ","duì zhào","UC::TBCL-level-6, UC::TBCL-advanced"
5943,"對峙",9,12,"ㄉㄨㄟˋ ㄓˋ","duì zhì","UC::TBCL-level-6, UC::TBCL-advanced"
5944,"對準",11,4,"ㄉㄨㄟˋ ㄓㄨㄣˇ","duì zhǔn","UC::TBCL-level-6, UC::TBCL-advanced"
5945,"噸",23,59,"ㄉㄨㄣˋ","dùn","UC::TBCL-level-6, UC::TBCL-advanced"
5946,"燉",9,6,"ㄉㄨㄣˋ","dùn","UC::TBCL-level-6, UC::TBCL-advanced"
5947,"頓時",36,6,"ㄉㄨㄣˋ ㄕˊ","dùn shí","UC::TBCL-level-6, UC::TBCL-advanced"
5948,"躲避",11,6,"ㄉㄨㄛˇ ㄅㄧˋ","duǒ bì","UC::TBCL-level-6, UC::TBCL-advanced"
5949,"多采多姿",4,2,"ㄉㄨㄛ ㄘㄞˇ ㄉㄨㄛ ㄗ","duō cǎi duō zī","UC::TBCL-level-6, UC::TBCL-advanced"
5950,"躲藏",7,2,"ㄉㄨㄛˇ ㄘㄤˊ","duǒ cáng","UC::TBCL-level-6, UC::TBCL-advanced"
5951,"多重",14,8,"ㄉㄨㄛ ㄔㄨㄥˊ","duō chóng","UC::TBCL-level-6, UC::TBCL-advanced"
5952,"多方",7,4,"ㄉㄨㄛ ㄈㄤ","duō fāng","UC::TBCL-level-6, UC::TBCL-advanced"
5953,"多寡",8,4,"ㄉㄨㄛ ㄍㄨㄚˇ","duō guǎ","UC::TBCL-level-6, UC::TBCL-advanced"
5954,"多加",8,6,"ㄉㄨㄛ ㄐㄧㄚ","duō jiā","UC::TBCL-level-6, UC::TBCL-advanced"
5955,"奪魁",1,0,"ㄉㄨㄛˊ ㄎㄨㄟˊ","duó kuí","UC::TBCL-level-6, UC::TBCL-advanced"
5956,"多虧",6,3,"ㄉㄨㄛ ㄎㄨㄟ","duō kuī","UC::TBCL-level-6, UC::TBCL-advanced"
5957,"墮落",12,1,"ㄉㄨㄛˋ ㄌㄨㄛˋ","duò luò","UC::TBCL-level-6, UC::TBCL-advanced"
5958,"多情",13,0,"ㄉㄨㄛ ㄑㄧㄥˊ","duō qíng","UC::TBCL-level-6, UC::TBCL-advanced"
5959,"奪取",14,2,"ㄉㄨㄛˊ ㄑㄩˇ","duó qǔ","UC::TBCL-level-6, UC::TBCL-advanced"
5960,"呃",16,2,"ㄜˋ","è","UC::TBCL-level-6, UC::TBCL-advanced"
5961,"額度",2,2,"ㄜˊ ㄉㄨˋ","é dù","UC::TBCL-level-6, UC::TBCL-advanced"
5962,"惡毒",7,1,"ㄜˋ ㄉㄨˊ","è dú","UC::TBCL-level-6, UC::TBCL-advanced"
5963,"惡魔",11,3,"ㄜˋ ㄇㄛˊ","è mó","UC::TBCL-level-6, UC::TBCL-advanced"
5964,"惡習",6,6,"ㄜˋ ㄒㄧˊ","è xí","UC::TBCL-level-6, UC::TBCL-advanced"
5965,"惡意",12,3,"ㄜˋ ㄧˋ","è yì","UC::TBCL-level-6, UC::TBCL-advanced"
5966,"惡作劇",7,2,"ㄜˋ ㄗㄨㄛˋ ㄐㄩˋ","è zuò jù","UC::TBCL-level-6, UC::TBCL-advanced"
5967,"恩愛",6,3,"ㄣ ㄞˋ","ēn ài","UC::TBCL-level-6, UC::TBCL-advanced"
5968,"耳光",6,1,"ㄦˇ ㄍㄨㄤ","ěr guāng","UC::TBCL-level-6, UC::TBCL-advanced"
5969,"耳目",5,0,"ㄦˇ ㄇㄨˋ","ěr mù","UC::TBCL-level-6, UC::TBCL-advanced"
5970,"兒女",37,11,"ㄦˊ ㄋㄩˇ","ér nǚ","UC::TBCL-level-6, UC::TBCL-advanced"
5971,"二氧化碳",7,101,"ㄦˋ ㄧㄤˇ ㄏㄨㄚˋ ㄊㄢˋ","èr yǎng huà tàn","UC::TBCL-level-6, UC::TBCL-advanced"
5972,"法案",9,14,"ㄈㄚˇ ㄢˋ","fǎ àn","UC::TBCL-level-6, UC::TBCL-advanced"
5973,"法寶",5,4,"ㄈㄚˇ ㄅㄠˇ","fǎ bǎo","UC::TBCL-level-6, UC::TBCL-advanced"
5974,"發病",9,14,"ㄈㄚ ㄅㄧㄥˋ","fā bìng","UC::TBCL-level-6, UC::TBCL-advanced"
5975,"發布/發佈",12,19,"ㄈㄚ ㄅㄨˋ","fā bù","UC::TBCL-level-6, UC::TBCL-advanced"
5976,"發愁",6,1,"ㄈㄚ ㄔㄡˊ","fā chóu","UC::TBCL-level-6, UC::TBCL-advanced"
5977,"發放",5,46,"ㄈㄚ ㄈㄤˋ","fā fàng","UC::TBCL-level-6, UC::TBCL-advanced"
5978,"發光",11,18,"ㄈㄚ ㄍㄨㄤ","fā guāng","UC::TBCL-level-6, UC::TBCL-advanced"
5979,"法規",8,13,"ㄈㄚˇ ㄍㄨㄟ","fǎ guī","UC::TBCL-level-6, UC::TBCL-advanced"
5980,"發火",5,3,"ㄈㄚ ㄏㄨㄛˇ","fā huǒ","UC::TBCL-level-6, UC::TBCL-advanced"
5981,"發掘",17,10,"ㄈㄚ ㄐㄩㄝˊ","fā jué","UC::TBCL-level-6, UC::TBCL-advanced"
5982,"發狂",6,1,"ㄈㄚ ㄎㄨㄤˊ","fā kuáng","UC::TBCL-level-6, UC::TBCL-advanced"
5983,"發亮",15,9,"ㄈㄚ ㄌㄧㄤˋ","fā liàng","UC::TBCL-level-6, UC::TBCL-advanced"
5984,"法令",14,11,"ㄈㄚˇ ㄌㄧㄥˋ","fǎ lìng","UC::TBCL-level-6, UC::TBCL-advanced"
5985,"發霉",3,6,"ㄈㄚ ㄇㄟˊ","fā méi","UC::TBCL-level-6, UC::TBCL-advanced"
5986,"發怒",7,1,"ㄈㄚ ㄋㄨˋ","fā nù","UC::TBCL-level-6, UC::TBCL-advanced"
5987,"法人",8,2,"ㄈㄚˇ ㄖㄣˊ","fǎ rén","UC::TBCL-level-6, UC::TBCL-advanced"
5988,"發射",15,15,"ㄈㄚ ㄕㄜˋ","fā shè","UC::TBCL-level-6, UC::TBCL-advanced"
5989,"發聲",7,5,"ㄈㄚ ㄕㄥ","fā shēng","UC::TBCL-level-6, UC::TBCL-advanced"
5990,"法師",14,151,"ㄈㄚˇ ㄕ","fǎ shī","UC::TBCL-level-6, UC::TBCL-advanced"
5991,"乏味",11,2,"ㄈㄚˊ ㄨㄟˋ","fá wèi","UC::TBCL-level-6, UC::TBCL-advanced"
5992,"發酵",7,52,"ㄈㄚ ㄒㄧㄠˋ","fā xiào","UC::TBCL-level-6, UC::TBCL-advanced"
5993,"發洩",13,5,"ㄈㄚ ㄒㄧㄝˋ","fā xiè","UC::TBCL-level-6, UC::TBCL-advanced"
5994,"發芽",6,22,"ㄈㄚ ㄧㄚˊ","fā yá","UC::TBCL-level-6, UC::TBCL-advanced"
5995,"法則",36,8,"ㄈㄚˇ ㄗㄜˊ","fǎ zé","UC::TBCL-level-6, UC::TBCL-advanced"
5996,"法治",8,4,"ㄈㄚˇ ㄓˋ","fǎ zhì","UC::TBCL-level-6, UC::TBCL-advanced"
5997,"發作",26,6,"ㄈㄚ ㄗㄨㄛˋ","fā zuò","UC::TBCL-level-6, UC::TBCL-advanced"
5998,"泛",11,3,"ㄈㄢˋ","fàn","UC::TBCL-level-6, UC::TBCL-advanced"
5999,"反常",4,1,"ㄈㄢˇ ㄔㄤˊ","fǎn cháng","UC::TBCL-level-6, UC::TBCL-advanced"
6000,"範疇",16,3,"ㄈㄢˋ ㄔㄡˊ","fàn chóu","UC::TBCL-level-6, UC::TBCL-advanced"
6001,"帆船",6,3,"ㄈㄢˊ ㄔㄨㄢˊ","fán chuán","UC::TBCL-level-6, UC::TBCL-advanced"
6002,"反倒",19,10,"ㄈㄢˇ ㄉㄠˋ","fǎn dào","UC::TBCL-level-6, UC::TBCL-advanced"
6003,"繁複",7,5,"ㄈㄢˊ ㄈㄨˋ","fán fù","UC::TBCL-level-6, UC::TBCL-advanced"
6004,"反覆",40,14,"ㄈㄢˇ ㄈㄨˋ","fǎn fù","UC::TBCL-level-6, UC::TBCL-advanced"
6005,"反感",12,3,"ㄈㄢˇ ㄍㄢˇ","fǎn gǎn","UC::TBCL-level-6, UC::TBCL-advanced"
6006,"反觀",7,4,"ㄈㄢˇ ㄍㄨㄢ","fǎn guān","UC::TBCL-level-6, UC::TBCL-advanced"
6007,"返國",4,3,"ㄈㄢˇ ㄍㄨㄛˊ","fǎn guó","UC::TBCL-level-6, UC::TBCL-advanced"
6008,"繁華",8,15,"ㄈㄢˊ ㄏㄨㄚˊ","fán huá","UC::TBCL-level-6, UC::TBCL-advanced"
6009,"反擊",13,6,"ㄈㄢˇ ㄐㄧˊ","fǎn jí","UC::TBCL-level-6, UC::TBCL-advanced"
6010,"氾濫",7,12,"ㄈㄢˋ ㄌㄢˋ","fàn làn","UC::TBCL-level-6, UC::TBCL-advanced"
6011,"範例",10,3,"ㄈㄢˋ ㄌㄧˋ","fàn lì","UC::TBCL-level-6, UC::TBCL-advanced"
6012,"繁忙",8,10,"ㄈㄢˊ ㄇㄤˊ","fán máng","UC::TBCL-level-6, UC::TBCL-advanced"
6013,"反叛",8,1,"ㄈㄢˇ ㄆㄢˋ","fǎn pàn","UC::TBCL-level-6, UC::TBCL-advanced"
6014,"犯人",13,1,"ㄈㄢˋ ㄖㄣˊ","fàn rén","UC::TBCL-level-6, UC::TBCL-advanced"
6015,"反射",15,10,"ㄈㄢˇ ㄕㄜˋ","fǎn shè","UC::TBCL-level-6, UC::TBCL-advanced"
6016,"翻身",12,5,"ㄈㄢ ㄕㄣ","fān shēn","UC::TBCL-level-6, UC::TBCL-advanced"
6017,"凡是/凡",63,14,"ㄈㄢˊ ㄕˋ/ㄈㄢˊ","fán shì/fán","UC::TBCL-level-6, UC::TBCL-advanced"
6018,"販售",8,12,"ㄈㄢˋ ㄕㄡˋ","fàn shòu","UC::TBCL-level-6, UC::TBCL-advanced"
6019,"反思",17,6,"ㄈㄢˇ ㄙ","fǎn sī","UC::TBCL-level-6, UC::TBCL-advanced"
6020,"反彈",7,8,"ㄈㄢˇ ㄊㄢˊ","fǎn tán","UC::TBCL-level-6, UC::TBCL-advanced"
6021,"反問",10,1,"ㄈㄢˇ ㄨㄣˋ","fǎn wèn","UC::TBCL-level-6, UC::TBCL-advanced"
6022,"煩心",4,1,"ㄈㄢˊ ㄒㄧㄣ","fán xīn","UC::TBCL-level-6, UC::TBCL-advanced"
6023,"翻閱",11,4,"ㄈㄢ ㄩㄝˋ","fān yuè","UC::TBCL-level-6, UC::TBCL-advanced"
6024,"煩躁",10,3,"ㄈㄢˊ ㄗㄠˋ","fán zào","UC::TBCL-level-6, UC::TBCL-advanced"
6025,"繁殖",10,41,"ㄈㄢˊ ㄓˊ","fán zhí","UC::TBCL-level-6, UC::TBCL-advanced"
6026,"妨礙",13,4,"ㄈㄤˊ ㄞˋ","fáng ài","UC::TBCL-level-6, UC::TBCL-advanced"
6027,"方案",51,31,"ㄈㄤ ㄢˋ","fāng àn","UC::TBCL-level-6, UC::TBCL-advanced"
6028,"防備",10,1,"ㄈㄤˊ ㄅㄟˋ","fáng bèi","UC::TBCL-level-6, UC::TBCL-advanced"
6029,"方才",15,1,"ㄈㄤ ㄘㄞˊ","fāng cái","UC::TBCL-level-6, UC::TBCL-advanced"
6030,"放大",13,21,"ㄈㄤˋ ㄉㄚˋ","fàng dà","UC::TBCL-level-6, UC::TBCL-advanced"
6031,"房地產",12,3,"ㄈㄤˊ ㄉㄧˋ ㄔㄢˇ","fáng dì chǎn","UC::TBCL-level-6, UC::TBCL-advanced"
6032,"防範",12,16,"ㄈㄤˊ ㄈㄢˋ","fáng fàn","UC::TBCL-level-6, UC::TBCL-advanced"
6033,"彷彿",141,34,"ㄈㄤˇ ㄈㄨˊ","fǎng fú","UC::TBCL-level-6, UC::TBCL-advanced"
6034,"放過",14,6,"ㄈㄤˋ ㄍㄨㄛˋ","fàng guò","UC::TBCL-level-6, UC::TBCL-advanced"
6035,"防護",6,17,"ㄈㄤˊ ㄏㄨˋ","fáng hù","UC::TBCL-level-6, UC::TBCL-advanced"
6036,"放火",8,3,"ㄈㄤˋ ㄏㄨㄛˇ","fàng huǒ","UC::TBCL-level-6, UC::TBCL-advanced"
6037,"坊間",7,5,"ㄈㄤ ㄐㄧㄢ","fāng jiān","UC::TBCL-level-6, UC::TBCL-advanced"
6038,"放寬",4,5,"ㄈㄤˋ ㄎㄨㄢ","fàng kuān","UC::TBCL-level-6, UC::TBCL-advanced"
6039,"放任",7,6,"ㄈㄤˋ ㄖㄣˋ","fàng rèn","UC::TBCL-level-6, UC::TBCL-advanced"
6040,"放聲大哭",0,0,"ㄈㄤˋ ㄕㄥ ㄉㄚˋ ㄎㄨ","fàng shēng dà kū","UC::TBCL-level-6, UC::TBCL-advanced"
6041,"防衛",19,5,"ㄈㄤˊ ㄨㄟˋ","fáng wèi","UC::TBCL-level-6, UC::TBCL-advanced"
6042,"方位",9,4,"ㄈㄤ ㄨㄟˋ","fāng wèi","UC::TBCL-level-6, UC::TBCL-advanced"
6043,"芳香",7,4,"ㄈㄤ ㄒㄧㄤ","fāng xiāng","UC::TBCL-level-6, UC::TBCL-advanced"
6044,"放眼",7,12,"ㄈㄤˋ ㄧㄢˇ","fàng yǎn","UC::TBCL-level-6, UC::TBCL-advanced"
6045,"防禦",16,9,"ㄈㄤˊ ㄩˋ","fáng yù","UC::TBCL-level-6, UC::TBCL-advanced"
6046,"方針",12,3,"ㄈㄤ ㄓㄣ","fāng zhēn","UC::TBCL-level-6, UC::TBCL-advanced"
6047,"放置",12,7,"ㄈㄤˋ ㄓˋ","fàng zhì","UC::TBCL-level-6, UC::TBCL-advanced"
6048,"紡織",8,7,"ㄈㄤˇ ㄓ","fǎng zhī","UC::TBCL-level-6, UC::TBCL-advanced"
6049,"放縱",8,2,"ㄈㄤˋ ㄗㄨㄥˋ","fàng zòng","UC::TBCL-level-6, UC::TBCL-advanced"
6050,"飛奔",8,2,"ㄈㄟ ㄅㄣ","fēi bēn","UC::TBCL-level-6, UC::TBCL-advanced"
6051,"廢除",11,12,"ㄈㄟˋ ㄔㄨˊ","fèi chú","UC::TBCL-level-6, UC::TBCL-advanced"
6052,"飛彈",7,30,"ㄈㄟ ㄉㄢˋ","fēi dàn","UC::TBCL-level-6, UC::TBCL-advanced"
6053,"非凡",14,4,"ㄈㄟ ㄈㄢˊ","fēi fán","UC::TBCL-level-6, UC::TBCL-advanced"
6054,"廢棄",7,34,"ㄈㄟˋ ㄑㄧˋ","fèi qì","UC::TBCL-level-6, UC::TBCL-advanced"
6055,"沸騰",10,4,"ㄈㄟˋ ㄊㄥˊ","fèi téng","UC::TBCL-level-6, UC::TBCL-advanced"
6056,"飛舞",8,4,"ㄈㄟ ㄨˇ","fēi wǔ","UC::TBCL-level-6, UC::TBCL-advanced"
6057,"飛翔",10,4,"ㄈㄟ ㄒㄧㄤˊ","fēi xiáng","UC::TBCL-level-6, UC::TBCL-advanced"
6058,"費心",5,3,"ㄈㄟˋ ㄒㄧㄣ","fèi xīn","UC::TBCL-level-6, UC::TBCL-advanced"
6059,"廢墟",7,11,"ㄈㄟˋ ㄒㄩ","fèi xū","UC::TBCL-level-6, UC::TBCL-advanced"
6060,"飛揚",7,3,"ㄈㄟ ㄧㄤˊ","fēi yáng","UC::TBCL-level-6, UC::TBCL-advanced"
6061,"糞",11,6,"ㄈㄣˋ","fèn","UC::TBCL-level-6, UC::TBCL-advanced"
6062,"分布/分佈",20,46,"ㄈㄣ ㄅㄨˋ","fēn bù","UC::TBCL-level-6, UC::TBCL-advanced"
6063,"分擔",9,16,"ㄈㄣ ㄉㄢ","fēn dān","UC::TBCL-level-6, UC::TBCL-advanced"
6064,"奮鬥",26,19,"ㄈㄣˋ ㄉㄡˋ","fèn dòu","UC::TBCL-level-6, UC::TBCL-advanced"
6065,"分割",9,5,"ㄈㄣ ㄍㄜ","fēn gē","UC::TBCL-level-6, UC::TBCL-advanced"
6066,"分工",11,9,"ㄈㄣ ㄍㄨㄥ","fēn gōng","UC::TBCL-level-6, UC::TBCL-advanced"
6067,"奮力",13,5,"ㄈㄣˋ ㄌㄧˋ","fèn lì","UC::TBCL-level-6, UC::TBCL-advanced"
6068,"分泌",18,13,"ㄈㄣ ㄇㄧˋ","fēn mì","UC::TBCL-level-6, UC::TBCL-advanced"
6069,"分明",17,5,"ㄈㄣ ㄇㄧㄥˊ","fēn míng","UC::TBCL-level-6, UC::TBCL-advanced"
6070,"墳墓/墓/墳",53,20,"ㄈㄣˊ ㄇㄨˋ / ㄇㄨˋ / ㄈㄣˊ","fén mù/mù/fén","UC::TBCL-level-6, UC::TBCL-advanced"
6071,"分派",5,1,"ㄈㄣ ㄆㄞˋ","fēn pài","UC::TBCL-level-6, UC::TBCL-advanced"
6072,"分歧",16,7,"ㄈㄣ ㄑㄧˊ","fēn qí","UC::TBCL-level-6, UC::TBCL-advanced"
6073,"焚燒/焚",10,11,"ㄈㄣˊ ㄕㄠ/ ㄈㄣˊ","fén shāo / fén","UC::TBCL-level-6, UC::TBCL-advanced"
6074,"粉碎",9,2,"ㄈㄣˇ ㄙㄨㄟˋ","fěn suì","UC::TBCL-level-6, UC::TBCL-advanced"
6075,"分頭",4,2,"ㄈㄣ ㄊㄡˊ","fēn tóu","UC::TBCL-level-6, UC::TBCL-advanced"
6076,"氛圍",17,22,"ㄈㄣ ㄨㄟˊ","fēn wéi","UC::TBCL-level-6, UC::TBCL-advanced"
6077,"分校",9,3,"ㄈㄣ ㄒㄧㄠˋ","fēn xiào","UC::TBCL-level-6, UC::TBCL-advanced"
6078,"分心",16,1,"ㄈㄣ ㄒㄧㄣ","fēn xīn","UC::TBCL-level-6, UC::TBCL-advanced"
6079,"奮戰",9,6,"ㄈㄣˋ ㄓㄢˋ","fèn zhàn","UC::TBCL-level-6, UC::TBCL-advanced"
6080,"紛爭",8,6,"ㄈㄣ ㄓㄥ","fēn zhēng","UC::TBCL-level-6, UC::TBCL-advanced"
